Dot Point Measurements

Generated: Thursday 13 February 2025 14:29:21

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	campaignid	relief_annotated	OpCode	Period	Frame info 3	Frame info 4	Frame info 5	Frame info 6	level_2	level_3	level_4	level_5	scientific	qualifiers	check		Radius %
GB-BV-001_1_01_20240326_BRUVS 1_L15_GX010005.MP4_0032601.jpg	      0		797	1826											2024-04_Geographe_stereo-BRUVs	No	GB-BV-001	1					Substrate	Unconsolidated (soft)							76.2
GB-BV-001_1_01_20240326_BRUVS 1_L15_GX010005.MP4_0032601.jpg	      0		871	426											2024-04_Geographe_stereo-BRUVs	No	GB-BV-001	1					Substrate	Unconsolidated (soft)							66.3
GB-BV-001_1_01_20240326_BRUVS 1_L15_GX010005.MP4_0032601.jpg	      0		916	624											2024-04_Geographe_stereo-BRUVs	No	GB-BV-001	1					Substrate	Unconsolidated (soft)							48.0
GB-BV-001_1_01_20240326_BRUVS 1_L15_GX010005.MP4_0032601.jpg	      0		876	1904											2024-04_Geographe_stereo-BRUVs	No	GB-BV-001	1					Substrate	Unconsolidated (soft)							84.8
GB-BV-001_1_01_20240326_BRUVS 1_L15_GX010005.MP4_0032601.jpg	      0		805	642											2024-04_Geographe_stereo-BRUVs	No	GB-BV-001	1					Substrate	Unconsolidated (soft)							43.7
GB-BV-001_1_01_20240326_BRUVS 1_L15_GX010005.MP4_0032601.jpg	      0		793	738											2024-04_Geographe_stereo-BRUVs	No	GB-BV-001	1					Substrate	Unconsolidated (soft)							34.0
GB-BV-001_1_01_20240326_BRUVS 1_L15_GX010005.MP4_0032601.jpg	      0		987	1560											2024-04_Geographe_stereo-BRUVs	No	GB-BV-001	1					Substrate	Unconsolidated (soft)							54.3
GB-BV-001_1_01_20240326_BRUVS 1_L15_GX010005.MP4_0032601.jpg	      0		546	1015											2024-04_Geographe_stereo-BRUVs	No	GB-BV-001	1					Unscorable								22.1
GB-BV-002_1_01_20240408_BRUVS 2_L17_GX010027.MP4_0009065.jpg	      0		838	1611											2024-04_Geographe_stereo-BRUVs	No	GB-BV-002	1					Seagrasses	Strap-like leaves							67.8
GB-BV-002_1_01_20240408_BRUVS 2_L17_GX010027.MP4_0009065.jpg	      0		622	732											2024-04_Geographe_stereo-BRUVs	No	GB-BV-002	1					Unscorable								26.7
GB-BV-002_1_01_20240408_BRUVS 2_L17_GX010027.MP4_0009065.jpg	      0		968	235											2024-04_Geographe_stereo-BRUVs	No	GB-BV-002	1					Substrate	Unconsolidated (soft)							72.6
GB-BV-002_1_01_20240408_BRUVS 2_L17_GX010027.MP4_0009065.jpg	      0		842	408											2024-04_Geographe_stereo-BRUVs	No	GB-BV-002	1					Macroalgae								53.3
GB-BV-002_1_01_20240408_BRUVS 2_L17_GX010027.MP4_0009065.jpg	      0		767	836											2024-04_Geographe_stereo-BRUVs	No	GB-BV-002	1					Macroalgae								10.4
GB-BV-002_1_01_20240408_BRUVS 2_L17_GX010027.MP4_0009065.jpg	      0		749	1851											2024-04_Geographe_stereo-BRUVs	No	GB-BV-002	1					Seagrasses	Strap-like leaves							91.9
GB-BV-002_1_01_20240408_BRUVS 2_L17_GX010027.MP4_0009065.jpg	      0		625	1380											2024-04_Geographe_stereo-BRUVs	No	GB-BV-002	1					Unscorable								47.6
GB-BV-002_1_01_20240408_BRUVS 2_L17_GX010027.MP4_0009065.jpg	      0		688	705											2024-04_Geographe_stereo-BRUVs	No	GB-BV-002	1					Macroalgae								25.4
GB-BV-002_1_01_20240408_BRUVS 2_L17_GX010027.MP4_0009065.jpg	      0		953	249											2024-04_Geographe_stereo-BRUVs	No	GB-BV-002	1					Substrate	Unconsolidated (soft)							70.9
GB-BV-002_1_01_20240408_BRUVS 2_L17_GX010027.MP4_0009065.jpg	      0		961	1743											2024-04_Geographe_stereo-BRUVs	No	GB-BV-002	1					Substrate	Unconsolidated (soft)							82.7
GB-BV-002_1_01_20240408_BRUVS 2_L17_GX010027.MP4_0009065.jpg	      0		1044	547											2024-04_Geographe_stereo-BRUVs	No	GB-BV-002	1					Substrate	Unconsolidated (soft)							46.6
GB-BV-002_1_01_20240408_BRUVS 2_L17_GX010027.MP4_0009065.jpg	      0		743	817											2024-04_Geographe_stereo-BRUVs	No	GB-BV-002	1					Seagrasses	Strap-like leaves							13.0
GB-BV-002_1_01_20240408_BRUVS 2_L17_GX010027.MP4_0009065.jpg	      0		692	921											2024-04_Geographe_stereo-BRUVs	No	GB-BV-002	1					Unscorable								10.1
GB-BV-002_1_01_20240408_BRUVS 2_L17_GX010027.MP4_0009065.jpg	      0		550	147											2024-04_Geographe_stereo-BRUVs	No	GB-BV-002	1					Unscorable								82.9
GB-BV-002_1_01_20240408_BRUVS 2_L17_GX010027.MP4_0009065.jpg	      0		600	1849											2024-04_Geographe_stereo-BRUVs	No	GB-BV-002	1					Unscorable								93.6
GB-BV-002_1_01_20240408_BRUVS 2_L17_GX010027.MP4_0009065.jpg	      0		649	424											2024-04_Geographe_stereo-BRUVs	No	GB-BV-002	1					Substrate	Unconsolidated (soft)							53.4
GB-BV-002_1_01_20240408_BRUVS 2_L17_GX010027.MP4_0009065.jpg	      0		1041	1901											2024-04_Geographe_stereo-BRUVs	No	GB-BV-002	1					Substrate	Unconsolidated (soft)							100.0
GB-BV-002_1_01_20240408_BRUVS 2_L17_GX010027.MP4_0009065.jpg	      0		911	111											2024-04_Geographe_stereo-BRUVs	No	GB-BV-002	1					Substrate	Unconsolidated (soft)							83.7
GB-BV-002_1_01_20240408_BRUVS 2_L17_GX010027.MP4_0009065.jpg	      0		664	1462											2024-04_Geographe_stereo-BRUVs	No	GB-BV-002	1					Seagrasses	Strap-like leaves							54.3
GB-BV-002_1_01_20240408_BRUVS 2_L17_GX010027.MP4_0009065.jpg	      0		916	804											2024-04_Geographe_stereo-BRUVs	No	GB-BV-002	1					Macroalgae								18.3
GB-BV-003_1_01_20240326_BRUVS 1_L15_GX010006.MP4_0008300.jpg	      0		799	992											2024-04_Geographe_stereo-BRUVs	No	GB-BV-003	1					Substrate	Unconsolidated (soft)							5.8
GB-BV-003_1_01_20240326_BRUVS 1_L15_GX010006.MP4_0008300.jpg	      0		662	1497											2024-04_Geographe_stereo-BRUVs	No	GB-BV-003	1					Substrate	Unconsolidated (soft)							47.0
GB-BV-003_1_01_20240326_BRUVS 1_L15_GX010006.MP4_0008300.jpg	      0		1050	1083											2024-04_Geographe_stereo-BRUVs	No	GB-BV-003	1					Substrate	Unconsolidated (soft)							29.9
GB-BV-003_1_01_20240326_BRUVS 1_L15_GX010006.MP4_0008300.jpg	      0		606	1532											2024-04_Geographe_stereo-BRUVs	No	GB-BV-003	1					Unscorable								51.7
GB-BV-003_1_01_20240326_BRUVS 1_L15_GX010006.MP4_0008300.jpg	      0		572	710											2024-04_Geographe_stereo-BRUVs	No	GB-BV-003	1					Unscorable								35.7
GB-BV-003_1_01_20240326_BRUVS 1_L15_GX010006.MP4_0008300.jpg	      0		588	1833											2024-04_Geographe_stereo-BRUVs	No	GB-BV-003	1					Unscorable								80.9
GB-BV-003_1_01_20240326_BRUVS 1_L15_GX010006.MP4_0008300.jpg	      0		713	1009											2024-04_Geographe_stereo-BRUVs	No	GB-BV-003	1					Substrate	Unconsolidated (soft)							4.1
GB-BV-003_1_01_20240326_BRUVS 1_L15_GX010006.MP4_0008300.jpg	      0		932	568											2024-04_Geographe_stereo-BRUVs	No	GB-BV-003	1					Substrate	Unconsolidated (soft)							48.4
GB-BV-003_1_01_20240326_BRUVS 1_L15_GX010006.MP4_0008300.jpg	      0		981	1011											2024-04_Geographe_stereo-BRUVs	No	GB-BV-003	1					Substrate	Unconsolidated (soft)							22.6
GB-BV-003_1_01_20240326_BRUVS 1_L15_GX010006.MP4_0008300.jpg	      0		754	731											2024-04_Geographe_stereo-BRUVs	No	GB-BV-003	1					Substrate	Unconsolidated (soft)							29.0
GB-BV-003_1_01_20240326_BRUVS 1_L15_GX010006.MP4_0008300.jpg	      0		575	1318											2024-04_Geographe_stereo-BRUVs	No	GB-BV-003	1					Unscorable								33.4
GB-BV-003_1_01_20240326_BRUVS 1_L15_GX010006.MP4_0008300.jpg	      0		588	1683											2024-04_Geographe_stereo-BRUVs	No	GB-BV-003	1					Unscorable								66.4
GB-BV-003_1_01_20240326_BRUVS 1_L15_GX010006.MP4_0008300.jpg	      0		781	1001											2024-04_Geographe_stereo-BRUVs	No	GB-BV-003	1					Substrate	Unconsolidated (soft)							3.9
GB-BV-003_1_01_20240326_BRUVS 1_L15_GX010006.MP4_0008300.jpg	      0		587	418											2024-04_Geographe_stereo-BRUVs	No	GB-BV-003	1					Substrate	Unconsolidated (soft)							61.9
GB-BV-003_1_01_20240326_BRUVS 1_L15_GX010006.MP4_0008300.jpg	      0		645	1891											2024-04_Geographe_stereo-BRUVs	No	GB-BV-003	1					Unscorable								85.6
GB-BV-003_1_01_20240326_BRUVS 1_L15_GX010006.MP4_0008300.jpg	      0		716	9											2024-04_Geographe_stereo-BRUVs	No	GB-BV-003	1					Substrate	Unconsolidated (soft)							100.0
GB-BV-003_1_01_20240326_BRUVS 1_L15_GX010006.MP4_0008300.jpg	      0		1031	946											2024-04_Geographe_stereo-BRUVs	No	GB-BV-003	1					Substrate	Unconsolidated (soft)							28.7
GB-BV-003_1_01_20240326_BRUVS 1_L15_GX010006.MP4_0008300.jpg	      0		569	673											2024-04_Geographe_stereo-BRUVs	No	GB-BV-003	1					Unscorable								39.1
GB-BV-003_1_01_20240326_BRUVS 1_L15_GX010006.MP4_0008300.jpg	      0		928	151											2024-04_Geographe_stereo-BRUVs	No	GB-BV-003	1					Substrate	Unconsolidated (soft)							87.8
GB-BV-003_1_01_20240326_BRUVS 1_L15_GX010006.MP4_0008300.jpg	      0		945	1473											2024-04_Geographe_stereo-BRUVs	No	GB-BV-003	1					Substrate	Unconsolidated (soft)							47.8
GB-BV-004_1_01_20240409_BRUVS 10_L33_GX010029.MP4_0025149.jpg	      0		815	1810											2024-04_Geographe_stereo-BRUVs	No	GB-BV-004	1					Seagrasses	Strap-like leaves			Posidonia spp				90.5
GB-BV-004_1_01_20240409_BRUVS 10_L33_GX010029.MP4_0025149.jpg	      0		1010	1286											2024-04_Geographe_stereo-BRUVs	No	GB-BV-004	1					Seagrasses	Strap-like leaves			Posidonia spp				40.3
GB-BV-004_1_01_20240409_BRUVS 10_L33_GX010029.MP4_0025149.jpg	      0		683	1743											2024-04_Geographe_stereo-BRUVs	No	GB-BV-004	1					Unscorable								84.9
GB-BV-004_1_01_20240409_BRUVS 10_L33_GX010029.MP4_0025149.jpg	      0		964	152											2024-04_Geographe_stereo-BRUVs	No	GB-BV-004	1					Seagrasses	Strap-like leaves							84.6
GB-BV-004_1_01_20240409_BRUVS 10_L33_GX010029.MP4_0025149.jpg	      0		928	664											2024-04_Geographe_stereo-BRUVs	No	GB-BV-004	1					Seagrasses	Strap-like leaves			Posidonia spp				31.5
GB-BV-004_1_01_20240409_BRUVS 10_L33_GX010029.MP4_0025149.jpg	      0		684	1094											2024-04_Geographe_stereo-BRUVs	No	GB-BV-004	1					Seagrasses	Strap-like leaves			Posidonia spp				21.7
GB-BV-004_1_01_20240409_BRUVS 10_L33_GX010029.MP4_0025149.jpg	      0		567	766											2024-04_Geographe_stereo-BRUVs	No	GB-BV-004	1					Seagrasses	Strap-like leaves			Posidonia spp				33.4
GB-BV-004_1_01_20240409_BRUVS 10_L33_GX010029.MP4_0025149.jpg	      0		712	606											2024-04_Geographe_stereo-BRUVs	No	GB-BV-004	1					Seagrasses	Strap-like leaves							37.9
GB-BV-004_1_01_20240409_BRUVS 10_L33_GX010029.MP4_0025149.jpg	      0		1057	35											2024-04_Geographe_stereo-BRUVs	No	GB-BV-004	1					Unscorable								98.7
GB-BV-004_1_01_20240409_BRUVS 10_L33_GX010029.MP4_0025149.jpg	      0		1055	1873											2024-04_Geographe_stereo-BRUVs	No	GB-BV-004	1					Seagrasses	Strap-like leaves			Posidonia spp				100.0
GB-BV-004_1_01_20240409_BRUVS 10_L33_GX010029.MP4_0025149.jpg	      0		715	1191											2024-04_Geographe_stereo-BRUVs	No	GB-BV-004	1					Seagrasses	Strap-like leaves			Posidonia spp				28.2
GB-BV-004_1_01_20240409_BRUVS 10_L33_GX010029.MP4_0025149.jpg	      0		904	220											2024-04_Geographe_stereo-BRUVs	No	GB-BV-004	1					Seagrasses	Strap-like leaves							76.8
GB-BV-004_1_01_20240409_BRUVS 10_L33_GX010029.MP4_0025149.jpg	      0		913	1533											2024-04_Geographe_stereo-BRUVs	No	GB-BV-004	1					Seagrasses	Strap-like leaves			Posidonia spp				62.1
GB-BV-004_1_01_20240409_BRUVS 10_L33_GX010029.MP4_0025149.jpg	      0		1008	1061											2024-04_Geographe_stereo-BRUVs	No	GB-BV-004	1					Seagrasses	Strap-like leaves			Posidonia spp				22.3
GB-BV-004_1_01_20240409_BRUVS 10_L33_GX010029.MP4_0025149.jpg	      0		783	276											2024-04_Geographe_stereo-BRUVs	No	GB-BV-004	1					Seagrasses	Strap-like leaves			Posidonia spp				70.7
GB-BV-004_1_01_20240409_BRUVS 10_L33_GX010029.MP4_0025149.jpg	      0		546	466											2024-04_Geographe_stereo-BRUVs	No	GB-BV-004	1					Seagrasses	Strap-like leaves			Posidonia spp				58.6
GB-BV-004_1_01_20240409_BRUVS 10_L33_GX010029.MP4_0025149.jpg	      0		777	1712											2024-04_Geographe_stereo-BRUVs	No	GB-BV-004	1					Unscorable								80.5
GB-BV-004_1_01_20240409_BRUVS 10_L33_GX010029.MP4_0025149.jpg	      0		957	727											2024-04_Geographe_stereo-BRUVs	No	GB-BV-004	1					Unscorable								26.7
GB-BV-004_1_01_20240409_BRUVS 10_L33_GX010029.MP4_0025149.jpg	      0		926	1132											2024-04_Geographe_stereo-BRUVs	No	GB-BV-004	1					Seagrasses	Strap-like leaves			Posidonia spp				21.9
GB-BV-004_1_01_20240409_BRUVS 10_L33_GX010029.MP4_0025149.jpg	      0		574	602											2024-04_Geographe_stereo-BRUVs	No	GB-BV-004	1					Seagrasses	Strap-like leaves			Posidonia spp				45.1
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		562	1293											2024-04_Geographe_stereo-BRUVs	No	GB-BV-005	1					Unscorable								47.2
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		1067	1487											2024-04_Geographe_stereo-BRUVs	No	GB-BV-005	1					Unscorable								59.6
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		540	1656											2024-04_Geographe_stereo-BRUVs	No	GB-BV-005	1					Unscorable								81.1
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		1069	1694											2024-04_Geographe_stereo-BRUVs	No	GB-BV-005	1					Unscorable								80.7
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		879	25											2024-04_Geographe_stereo-BRUVs	No	GB-BV-005	1					Unscorable								100.0
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		966	240											2024-04_Geographe_stereo-BRUVs	No	GB-BV-005	1					Macroalgae								77.9
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		906	388											2024-04_Geographe_stereo-BRUVs	No	GB-BV-005	1					Substrate	Unconsolidated (soft)							61.5
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		912	1433											2024-04_Geographe_stereo-BRUVs	No	GB-BV-005	1					Unscorable								50.1
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		695	1710											2024-04_Geographe_stereo-BRUVs	No	GB-BV-005	1					Unscorable								81.3
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		914	571											2024-04_Geographe_stereo-BRUVs	No	GB-BV-005	1					Macroalgae								42.2
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		724	1289											2024-04_Geographe_stereo-BRUVs	No	GB-BV-005	1					Unscorable								37.4
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		1070	1247											2024-04_Geographe_stereo-BRUVs	No	GB-BV-005	1					Macroalgae								37.3
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		967	50											2024-04_Geographe_stereo-BRUVs	No	GB-BV-005	1					Macroalgae	Filamentous / filiform							98.0
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		1019	476											2024-04_Geographe_stereo-BRUVs	No	GB-BV-005	1					Sessile invertebrates								54.7
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		908	1018											2024-04_Geographe_stereo-BRUVs	No	GB-BV-005	1					Macroalgae								7.4
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		767	219											2024-04_Geographe_stereo-BRUVs	No	GB-BV-005	1					Unscorable								80.0
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		634	774											2024-04_Geographe_stereo-BRUVs	No	GB-BV-005	1					Unscorable								31.6
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		1014	1655											2024-04_Geographe_stereo-BRUVs	No	GB-BV-005	1					Unscorable								75.2
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		750	1421											2024-04_Geographe_stereo-BRUVs	No	GB-BV-005	1					Unscorable								50.0
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		874	651											2024-04_Geographe_stereo-BRUVs	No	GB-BV-005	1					Sessile invertebrates								33.4
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		768	584											2024-04_Geographe_stereo-BRUVs	No	GB-BV-006	1					Seagrasses	Strap-like leaves			Amphibolis spp				35.1
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		1053	145											2024-04_Geographe_stereo-BRUVs	No	GB-BV-006	1					Seagrasses	Strap-like leaves			Amphibolis spp				84.7
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		692	1305											2024-04_Geographe_stereo-BRUVs	No	GB-BV-006	1					Unscorable								42.5
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		896	1823											2024-04_Geographe_stereo-BRUVs	No	GB-BV-006	1					Seagrasses	Strap-like leaves							95.4
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		977	815											2024-04_Geographe_stereo-BRUVs	No	GB-BV-006	1					Seagrasses	Strap-like leaves			Amphibolis spp				20.5
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		806	71											2024-04_Geographe_stereo-BRUVs	No	GB-BV-006	1					Seagrasses	Strap-like leaves			Amphibolis spp				88.5
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		934	689											2024-04_Geographe_stereo-BRUVs	No	GB-BV-006	1					Seagrasses	Strap-like leaves			Amphibolis spp				27.2
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		978	202											2024-04_Geographe_stereo-BRUVs	No	GB-BV-006	1					Seagrasses	Strap-like leaves			Amphibolis spp				76.9
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		869	1445											2024-04_Geographe_stereo-BRUVs	No	GB-BV-006	1					Seagrasses	Strap-like leaves							55.7
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		637	1526											2024-04_Geographe_stereo-BRUVs	No	GB-BV-006	1					Unscorable								66.4
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		700	129											2024-04_Geographe_stereo-BRUVs	No	GB-BV-006	1					Seagrasses	Strap-like leaves			Amphibolis spp				83.3
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		768	867											2024-04_Geographe_stereo-BRUVs	No	GB-BV-006	1					Unscorable								6.7
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		622	1378											2024-04_Geographe_stereo-BRUVs	No	GB-BV-006	1					Unscorable								52.2
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		567	999											2024-04_Geographe_stereo-BRUVs	No	GB-BV-006	1					Unscorable								26.8
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		880	270											2024-04_Geographe_stereo-BRUVs	No	GB-BV-006	1					Seagrasses	Strap-like leaves			Amphibolis spp				68.2
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		877	1868											2024-04_Geographe_stereo-BRUVs	No	GB-BV-006	1					Unscorable								100.0
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		662	1215											2024-04_Geographe_stereo-BRUVs	No	GB-BV-006	1					Unscorable								34.9
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		830	1167											2024-04_Geographe_stereo-BRUVs	No	GB-BV-006	1					Seagrasses	Strap-like leaves							26.3
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		699	634											2024-04_Geographe_stereo-BRUVs	No	GB-BV-006	1					Seagrasses	Strap-like leaves			Amphibolis spp				31.8
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		968	1195											2024-04_Geographe_stereo-BRUVs	No	GB-BV-006	1					Seagrasses	Strap-like leaves							33.6
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		716	854											2024-04_Geographe_stereo-BRUVs	No	GB-BV-007	1					Substrate	Unconsolidated (soft)							17.8
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		762	6											2024-04_Geographe_stereo-BRUVs	No	GB-BV-007	1					Substrate	Unconsolidated (soft)							100.0
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		860	316											2024-04_Geographe_stereo-BRUVs	No	GB-BV-007	1					Substrate	Unconsolidated (soft)							68.9
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		827	1533											2024-04_Geographe_stereo-BRUVs	No	GB-BV-007	1					Substrate	Unconsolidated (soft)							53.4
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		719	410											2024-04_Geographe_stereo-BRUVs	No	GB-BV-007	1					Substrate	Unconsolidated (soft)							60.2
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		563	1175											2024-04_Geographe_stereo-BRUVs	No	GB-BV-007	1					Unscorable								30.7
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		1070	1615											2024-04_Geographe_stereo-BRUVs	No	GB-BV-007	1					Substrate	Unconsolidated (soft)							66.7
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		707	1805											2024-04_Geographe_stereo-BRUVs	No	GB-BV-007	1					Unscorable								81.5
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		730	1500											2024-04_Geographe_stereo-BRUVs	No	GB-BV-007	1					Substrate	Unconsolidated (soft)							50.8
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		717	61											2024-04_Geographe_stereo-BRUVs	No	GB-BV-007	1					Seagrasses	Strap-like leaves							94.9
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		822	859											2024-04_Geographe_stereo-BRUVs	No	GB-BV-007	1					Substrate	Unconsolidated (soft)							14.2
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		977	38											2024-04_Geographe_stereo-BRUVs	No	GB-BV-007	1					Substrate	Unconsolidated (soft)							98.0
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		631	1411											2024-04_Geographe_stereo-BRUVs	No	GB-BV-007	1					Unscorable								45.1
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		892	673											2024-04_Geographe_stereo-BRUVs	No	GB-BV-007	1					Substrate	Unconsolidated (soft)							33.8
