OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
GB-BV-068	5	20240326_BRUVS 2_L17_GX010007.MP4	14395	20240326_BRUVS 2_R18_GX010007.MP4	14182	8.00523	1	3.36114	82.72508	1.23058	0.43621	1175.79616	5.08774	6.77721	5.22880	86.25120	58.59337	-1171.16359	Labridae	Austrolabrus	maculatus	37384025	3	AD	Passing			
GB-BV-068	6	20240326_BRUVS 2_L17_GX010007.MP4	14474	20240326_BRUVS 2_R18_GX010007.MP4	14261	8.04916	1	3.40507	198.04145	1.37491	1.99532	1240.86870	3.27433	8.92355	24.12731	-12.79067	69.71076	-1238.84299	Labridae	Pseudolabrus	biserialis	37384149	2	AD	Passing			
GB-BV-068	7	20240326_BRUVS 2_L17_GX010007.MP4	14504	20240326_BRUVS 2_R18_GX010007.MP4	14291	8.06584	1	3.42176	82.52123	3.84150	0.18818	1679.58651	8.26009	20.85024	9.00386	177.80454	163.13115	-1662.16264	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
GB-BV-068	8	20240326_BRUVS 2_L17_GX010007.MP4	14904	20240326_BRUVS 2_R18_GX010007.MP4	14691	8.28829	1	3.64420	66.57638	3.40497	0.37883	2275.55945	17.82719	9.50379	61.28894	-695.15986	45.62930	-2166.29673	Labridae	Eupetrichthys	angustipes	37384105	1	AD	Passing			
GB-BV-068	9	20240326_BRUVS 2_L17_GX010007.MP4	28506	20240326_BRUVS 2_R18_GX010007.MP4	28293	15.85252	1	11.20843	305.53336	2.40098	1.10617	1181.15975	27.01565	15.50982	2.63802	536.45721	8.38918	-1052.27451	Scorpaenidae	Scorpaena	sumptuosa	37287072	1	AD	Passing			
GB-BV-068	10	20240326_BRUVS 2_L17_GX010007.MP4	31678	20240326_BRUVS 2_R18_GX010007.MP4	31465	17.61651	1	12.97242	260.27950	1.72221	0.32815	1413.53740	12.40411	1.40812	35.22103	283.54561	108.61114	-1380.54101	Monacanthidae	Meuschenia	galii	37465040	1	AD	Passing			
GB-BV-068	12	20240326_BRUVS 2_L17_GX010007.MP4	40068	20240326_BRUVS 2_R18_GX010007.MP4	39855	22.28228	1	17.63819	267.01247	10.01505	0.39475	2063.90142	35.46095	64.98241	0.24306	1133.93830	384.54491	-1681.07055	Labridae	Notolabrus	parilus	37384022	1	AD	Passing			
GB-BV-068	13	20240326_BRUVS 2_L17_GX010007.MP4	43824	20240326_BRUVS 2_R18_GX010007.MP4	43611	24.37104	1	19.72695	157.70461	0.98720	1.62877	852.59382	16.67122	8.81323	14.80390	-204.91437	133.54820	-816.75651	Microcanthidae	Neatypus	obliquus	37361002	2	AD	Passing			
GB-BV-068	14	20240326_BRUVS 2_L17_GX010007.MP4	43865	20240326_BRUVS 2_R18_GX010007.MP4	43652	24.39384	1	19.74975	148.50559	1.01816	1.30093	1065.27191	20.44303	0.78559	18.89615	10.55599	371.92406	-998.18100	Microcanthidae	Neatypus	obliquus	37361002	2	AD	Passing			
GB-BV-068	15	20240326_BRUVS 2_L17_GX010007.MP4	43897	20240326_BRUVS 2_R18_GX010007.MP4	43684	24.41163	1	19.76755	138.36827	1.45158	0.57812	852.94572	23.08803	27.93943	2.61546	309.86041	125.94557	-784.62771	Microcanthidae	Neatypus	obliquus	37361002	2	AD	Passing			
GB-BV-068	16	20240326_BRUVS 2_L17_GX010007.MP4	43905	20240326_BRUVS 2_R18_GX010007.MP4	43692	24.41608	1	19.77199	153.22598	4.27226	1.01839	1477.83324	11.76924	33.46854	5.78420	-35.99435	299.27774	-1446.76478	Microcanthidae	Neatypus	obliquus	37361002	2	AD	Passing			
GB-BV-068	17	20240326_BRUVS 2_L17_GX010007.MP4	43931	20240326_BRUVS 2_R18_GX010007.MP4	43718	24.43054	1	19.78645	153.85507	1.26256	0.38846	1121.09954	7.49909	7.13497	7.39362	-146.10473	7.84486	-1111.51070	Microcanthidae	Neatypus	obliquus	37361002	3	AD	Passing			
GB-BV-068	18	20240326_BRUVS 2_L17_GX010007.MP4	43944	20240326_BRUVS 2_R18_GX010007.MP4	43731	24.43777	1	19.79368	153.01616	1.45155	1.23190	827.17889	15.33734	47.32762	43.31314	213.90439	45.97870	-797.71911	Microcanthidae	Neatypus	obliquus	37361002	3	AD	Passing			
GB-BV-068	19	20240326_BRUVS 2_L17_GX010007.MP4	43945	20240326_BRUVS 2_R18_GX010007.MP4	43732	24.43833	1	19.79424	155.49515	1.73201	1.14881	1222.47438	12.76650	15.63328	14.02541	-32.12501	268.22337	-1192.25325	Microcanthidae	Neatypus	obliquus	37361002	3	AD	Passing			
GB-BV-068	20	20240326_BRUVS 2_L17_GX010007.MP4	43949	20240326_BRUVS 2_R18_GX010007.MP4	43736	24.44055	1	19.79646	137.11736	1.62875	0.20293	1226.99802	15.50532	3.84576	14.91760	-306.21638	117.56937	-1182.34222	Microcanthidae	Neatypus	obliquus	37361002	3	AD	Passing			
GB-BV-068	21	20240326_BRUVS 2_L17_GX010007.MP4	43950	20240326_BRUVS 2_R18_GX010007.MP4	43737	24.44111	1	19.79702	143.73660	11.87335	1.23542	2346.12641	26.91055	37.44789	3.26428	1041.11947	208.81722	-2092.07428	Microcanthidae	Neatypus	obliquus	37361002	3	AD	Passing			
GB-BV-068	22	20240326_BRUVS 2_L17_GX010007.MP4	43954	20240326_BRUVS 2_R18_GX010007.MP4	43741	24.44333	1	19.79924	155.18952	13.35231	1.75546	2379.51797	28.14371	47.25396	7.08260	1082.89402	295.09738	-2098.18107	Microcanthidae	Neatypus	obliquus	37361002	3	AD	Passing			
GB-BV-068	23	20240326_BRUVS 2_L17_GX010007.MP4	43961	20240326_BRUVS 2_R18_GX010007.MP4	43748	24.44722	1	19.80314	153.77278	1.80520	0.71100	1186.44254	20.74329	2.82660	21.71323	415.64423	61.81739	-1109.53341	Microcanthidae	Neatypus	obliquus	37361002	3	AD	Passing			
GB-BV-068	24	20240326_BRUVS 2_L17_GX010007.MP4	43964	20240326_BRUVS 2_R18_GX010007.MP4	43751	24.44889	1	19.80480	146.29531	6.84702	2.33535	2001.75574	26.43048	25.86880	19.25059	809.67869	371.90045	-1792.52238	Microcanthidae	Neatypus	obliquus	37361002	3	AD	Passing			
GB-BV-068	25	20240326_BRUVS 2_L17_GX010007.MP4	43968	20240326_BRUVS 2_R18_GX010007.MP4	43755	24.45112	1	19.80703	154.05019	13.55740	0.39344	2518.50533	24.83209	36.92052	4.05592	1017.27162	289.53422	-2285.65035	Microcanthidae	Neatypus	obliquus	37361002	3	AD	Passing			
GB-BV-068	26	20240326_BRUVS 2_L17_GX010007.MP4	44011	20240326_BRUVS 2_R18_GX010007.MP4	43798	24.47503	1	19.83094	157.73186	0.76165	1.81887	658.26217	21.86752	11.00987	17.26549	241.03414	44.88375	-610.89858	Microcanthidae	Neatypus	obliquus	37361002	3	AD	Passing			
GB-BV-068	27	20240326_BRUVS 2_L17_GX010007.MP4	44024	20240326_BRUVS 2_R18_GX010007.MP4	43811	24.48226	1	19.83817	171.15452	2.84560	1.60670	1657.40482	16.03889	10.61892	34.40466	-457.80623	10.37974	-1592.88934	Microcanthidae	Neatypus	obliquus	37361002	3	AD	Passing			
GB-BV-068	28	20240326_BRUVS 2_L17_GX010007.MP4	44031	20240326_BRUVS 2_R18_GX010007.MP4	43818	24.48615	1	19.84206	166.36122	0.63593	1.19188	610.34565	15.49485	13.67483	6.53830	39.09655	158.29831	-588.16232	Microcanthidae	Neatypus	obliquus	37361002	3	AD	Passing			
GB-BV-068	29	20240326_BRUVS 2_L17_GX010007.MP4	44063	20240326_BRUVS 2_R18_GX010007.MP4	43850	24.50395	1	19.85986	164.21303	7.53757	0.26287	2334.80524	27.07140	10.28439	3.37748	-933.90176	506.83775	-2079.00421	Microcanthidae	Neatypus	obliquus	37361002	3	AD	Passing			
GB-BV-068	30	20240326_BRUVS 2_L17_GX010007.MP4	44143	20240326_BRUVS 2_R18_GX010007.MP4	43930	24.54844	1	19.90435	150.98183	1.88847	0.36020	1362.39954	7.22594	11.15208	9.76379	171.00163	11.16675	-1351.57917	Microcanthidae	Neatypus	obliquus	37361002	3	AD	Passing			
GB-BV-068	31	20240326_BRUVS 2_L17_GX010007.MP4	44169	20240326_BRUVS 2_R18_GX010007.MP4	43956	24.56290	1	19.91881	152.66333	2.94867	0.14560	1942.98680	15.18634	5.49836	5.97923	324.92001	391.77908	-1875.13569	Microcanthidae	Neatypus	obliquus	37361002	3	AD	Passing			
GB-BV-068	32	20240326_BRUVS 2_L17_GX010007.MP4	44445	20240326_BRUVS 2_R18_GX010007.MP4	44232	24.71638	1	20.07229	137.78829	3.90053	0.35916	1869.54213	19.79996	3.93831	22.75697	-618.25091	137.16314	-1759.01673	Microcanthidae	Neatypus	obliquus	37361002	3	AD	Passing			
GB-BV-068	33	20240326_BRUVS 2_L17_GX010007.MP4	46557	20240326_BRUVS 2_R18_GX010007.MP4	46344	25.89089	1	21.24680	206.91010	7.87623	1.09816	2274.38402	29.05144	7.62558	8.46301	1051.14677	338.90008	-1988.23034	Cheilodactylidae	Nemadactylus	valenciennesi	37377004	1	AD	Passing			
GB-BV-068	38	20240326_BRUVS 2_L17_GX010007.MP4	63393	20240326_BRUVS 2_R18_GX010007.MP4	63180	35.25359	1	30.60950	28.16261	1.13442	0.13353	722.83171	16.35874	33.95855	8.22542	24.87054	-202.06107	-693.56937	Labridae	Siphonognathus	spp		1	AD	Passing			
GB-BV-068	39	20240326_BRUVS 2_L17_GX010007.MP4	71153	20240326_BRUVS 2_R18_GX010007.MP4	70940	39.56901	1	34.92492	407.73339	4.99912	1.12089	1869.95040	24.84009	20.04176	26.26423	630.27439	468.86116	-1696.94959	Glaucosomatidae	Glaucosoma	hebraicum	37320004	2	AD	Passing			
GB-BV-068	40	20240326_BRUVS 2_L17_GX010007.MP4	71301	20240326_BRUVS 2_R18_GX010007.MP4	71088	39.65132	1	35.00723	354.70292	24.15254	0.97762	3346.87623	33.88894	64.26553	27.80204	1550.99828	1037.77906	-2778.30874	Glaucosomatidae	Glaucosoma	hebraicum	37320004	1	AD	Passing			
GB-BV-068	41	20240326_BRUVS 2_L17_GX010007.MP4	86082	20240326_BRUVS 2_R18_GX010007.MP4	85869	47.87120	1	43.22712	184.95334	7.69014	0.51738	2197.43743	11.39771	26.55046	2.98641	-218.42446	375.32256	-2154.10190	Carangidae	Pseudocaranx	spp		2	AD	Passing			
GB-BV-068	42	20240326_BRUVS 2_L17_GX010007.MP4	86130	20240326_BRUVS 2_R18_GX010007.MP4	85917	47.89790	1	43.25381	196.69317	4.46935	0.40453	2541.24236	12.93151	6.15675	4.30641	358.54929	441.42532	-2476.79204	Carangidae	Pseudocaranx	spp		3	AD	Passing			
GB-BV-068	47	20240326_BRUVS 2_L17_GX010007.MP4	108424	20240326_BRUVS 2_R18_GX010007.MP4	108211	60.29585	1	55.65176	460.93479	30.66916	1.26113	3827.33412	22.52951	40.72118	11.93365	979.58764	1091.31405	-3535.24090	Labridae	Choerodon	rubescens	37384039	1	AD	Passing			
GB-BV-068	48	20240326_BRUVS 2_L17_GX010007.MP4	108710	20240326_BRUVS 2_R18_GX010007.MP4	108497	60.45490	1	55.81081	435.80677	39.99750	2.49922	5144.00687	35.38173	14.74249	6.29213	2542.45529	1551.55396	-4193.97282	Labridae	Choerodon	rubescens	37384039	1	AD	Passing			
GB-BV-068	49	20240326_BRUVS 2_L17_GX010007.MP4	109546	20240326_BRUVS 2_R18_GX010007.MP4	109333	60.91981	1	56.27572	514.04437	5.75874	0.46176	2204.41556	23.88344	10.71103	1.42418	634.25150	627.94361	-2015.65370	Serranidae	Epinephelides	armatus	37311100	1	AD	Passing			
GB-BV-068	50	20240326_BRUVS 2_L17_GX010007.MP4	109616	20240326_BRUVS 2_R18_GX010007.MP4	109403	60.95874	1	56.31465	451.16256	2.95574	1.39429	1606.41339	20.96482	4.80846	32.56038	-526.59759	230.32809	-1500.06931	Serranidae	Epinephelides	armatus	37311100	1	AD	Passing			
GB-BV-068	51	20240326_BRUVS 2_L17_GX010007.MP4	113786	20240326_BRUVS 2_R18_GX010007.MP4	113573	63.27772	1	58.63363	421.09325	5.69138	0.96990	1965.92333	20.91457	18.59084	3.21878	-614.24758	339.41784	-1836.39592	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing			
GB-BV-068	52	20240326_BRUVS 2_L17_GX010007.MP4	113925	20240326_BRUVS 2_R18_GX010007.MP4	113712	63.35502	1	58.71093	400.00789	4.07139	1.19255	2234.37346	18.03658	9.33765	4.61720	-278.67567	633.20546	-2124.57418	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing			
GB-BV-068	53	20240326_BRUVS 2_L17_GX010007.MP4	114004	20240326_BRUVS 2_R18_GX010007.MP4	113791	63.39895	1	58.75487	278.98663	2.73537	0.10278	1430.26795	23.73829	71.22860	72.93329	-434.41970	377.87348	-1309.25841	Labridae	Coris	auricularis	37384088	2	AD	Passing			
GB-BV-068	54	20240326_BRUVS 2_L17_GX010007.MP4	114129	20240326_BRUVS 2_R18_GX010007.MP4	113916	63.46847	1	58.82438	92.74723	9.10355	0.04574	2425.90512	25.70050	15.22659	13.98230	1032.12774	203.69097	-2185.91810	Labridae	Coris	auricularis	37384088	2	AD	Passing			
GB-BV-068	56	20240326_BRUVS 2_L17_GX010007.MP4	114291	20240326_BRUVS 2_R18_GX010007.MP4	114078	63.55856	1	58.91447	313.58417	5.35631	1.16879	1968.64532	24.25980	3.08720	13.92005	800.57714	115.50496	-1794.79782	Labridae	Coris	auricularis	37384088	3	AD	Passing			
GB-BV-032	3	20240326_BRUVS 3_L19_GX010003.MP4	42022	20240326_BRUVS 3_R20_GX010003.MP4	44312	23.36892	1	18.09309	217.02069	20.40712	1.52534	2949.96151	35.56184	83.01523	3.70605	-1705.60337	185.32722	-2399.75913	Carangidae		spp		1	AD	Passing			
GB-BV-032	4	20240326_BRUVS 3_L19_GX010003.MP4	43049	20240326_BRUVS 3_R20_GX010003.MP4	45339	23.94005	1	18.66422	183.11616	2.90595	1.73583	1258.92585	21.89925	29.59089	0.50930	-316.16304	-347.15529	-1168.08323	Platycephalidae	Platycephalus	spp		1	AD	Passing			
GB-BV-032	5	20240326_BRUVS 3_L19_GX010003.MP4	43745	20240326_BRUVS 3_R20_GX010003.MP4	46035	24.32710	1	19.05127	156.15260	3.80465	2.51127	1536.15408	31.56494	9.69126	7.20544	717.63570	-362.78351	-1308.87604	Platycephalidae	Platycephalus	spp		1	AD	Passing			
GB-BV-032	6	20240326_BRUVS 3_L19_GX010003.MP4	43785	20240326_BRUVS 3_R20_GX010003.MP4	46075	24.34935	1	19.07352	150.17549	1.34831	3.69106	870.53077	25.30972	28.14528	8.76584	150.21853	-340.49767	-786.96858	Platycephalidae	Platycephalus	spp		1	AD	Passing			
GB-BV-032	7	20240326_BRUVS 3_L19_GX010003.MP4	43924	20240326_BRUVS 3_R20_GX010003.MP4	46214	24.42665	1	19.15082	165.33986	3.01674	1.07413	1526.55961	22.43691	12.20455	0.65639	446.07982	-374.80290	-1410.99958	Platycephalidae	Platycephalus	spp		1	AD	Passing			
GB-BV-032	8	20240326_BRUVS 3_L19_GX010003.MP4	43924	20240326_BRUVS 3_R20_GX010003.MP4	46214	24.42665	1	19.15082	140.39941	2.61346	1.77762	1216.67468	21.50210	28.01875	6.20621	254.76693	-366.01779	-1131.99914	Platycephalidae	Platycephalus	spp		1	AD	Passing			
GB-BV-032	9	20240326_BRUVS 3_L19_GX010003.MP4	43935	20240326_BRUVS 3_R20_GX010003.MP4	46225	24.43277	1	19.15693	130.60549	1.83870	2.77731	1794.89984	11.33094	4.41978	10.74822	18.56022	-352.16540	-1759.91491	Platycephalidae	Platycephalus	spp		1	AD	Passing			
GB-BV-032	10	20240326_BRUVS 3_L19_GX010003.MP4	43970	20240326_BRUVS 3_R20_GX010003.MP4	46260	24.45223	1	19.17640	170.55460	4.00369	1.50976	1259.87003	30.90320	55.99289	11.68679	550.22150	-340.49565	-1081.01411	Platycephalidae	Platycephalus	spp		1	AD	Passing			
GB-BV-032	11	20240326_BRUVS 3_L19_GX010003.MP4	61194	20240326_BRUVS 3_R20_GX010003.MP4	63484	34.03070	1	28.75487	818.12688	3.66402	0.97263	1209.34319	16.45358	37.23450	0.35770	61.36917	-336.99016	-1159.81999	Trygonorrhinidae	Aptychotrema	vincentiana	37027001	1	AD	Passing			
GB-BV-032	12	20240326_BRUVS 3_L19_GX010003.MP4	61365	20240326_BRUVS 3_R20_GX010003.MP4	63655	34.12579	1	28.84996	786.00629	3.49258	6.00165	1682.35851	14.89104	10.43982	0.41347	264.91737	-341.66138	-1625.85868	Trygonorrhinidae	Aptychotrema	vincentiana	37027001	1	AD	Passing			
GB-BV-032	13	20240326_BRUVS 3_L19_GX010003.MP4	61740	20240326_BRUVS 3_R20_GX010003.MP4	64030	34.33433	1	29.05850	675.49126	2.08165	1.80656	1240.97988	21.41430	1.00409	2.83144	-296.67288	-342.45969	-1155.30845	Trygonorrhinidae	Aptychotrema	vincentiana	37027001	1	AD	Passing			
GB-BV-032	14	20240326_BRUVS 3_L19_GX010003.MP4	69458	20240326_BRUVS 3_R20_GX010003.MP4	71748	38.62640	1	33.35057	189.12859	4.37721	4.42225	1786.52825	11.23118	28.68907	44.88656	266.48065	-223.74840	-1752.31501	Carangidae	Pseudocaranx	spp		1	AD	Passing			
GB-BV-032	15	20240326_BRUVS 3_L19_GX010003.MP4	69470	20240326_BRUVS 3_R20_GX010003.MP4	71760	38.63308	1	33.35725	207.80417	4.75024	2.16453	2029.30195	6.70487	16.74122	15.47960	236.80555	-7.72697	-2015.42299	Carangidae	Pseudocaranx	spp		1	AD	Passing			
GB-BV-032	16	20240326_BRUVS 3_L19_GX010003.MP4	69494	20240326_BRUVS 3_R20_GX010003.MP4	71784	38.64642	1	33.37059	117.69161	1.64357	2.10632	1214.80975	20.82168	7.17354	20.83381	284.02689	-325.26096	-1135.47204	Carangidae	Pseudocaranx	spp		1	AD	Passing			
GB-BV-032	17	20240326_BRUVS 3_L19_GX010003.MP4	69546	20240326_BRUVS 3_R20_GX010003.MP4	71836	38.67534	1	33.39951	127.64000	1.57612	2.14120	1268.58358	13.81133	11.26024	8.42799	-67.98661	-295.11332	-1231.90513	Carangidae	Pseudocaranx	spp		1	AD	Passing			
GB-BV-032	18	20240326_BRUVS 3_L19_GX010003.MP4	69547	20240326_BRUVS 3_R20_GX010003.MP4	71837	38.67590	1	33.40007	111.18688	2.50202	4.78395	1375.59646	14.40298	18.62979	2.19415	168.74760	-297.66083	-1332.36177	Carangidae	Pseudocaranx	spp		1	AD	Passing			
GB-BV-032	19	20240326_BRUVS 3_L19_GX010003.MP4	69594	20240326_BRUVS 3_R20_GX010003.MP4	71884	38.70204	1	33.42620	194.79113	4.32094	1.80121	1490.47541	23.97225	30.80692	14.37726	-589.31501	139.37241	-1361.91046	Carangidae	Pseudocaranx	spp		1	AD	Passing			
