OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
GB-BV-162	34	20240326_BRUVS 6_L95_GX010003.MP4	111826	20240326_BRUVS 6_R96_GX010003.MP4	111385	62.18774	1	56.04883	-1936.59229	257.98589	-5456.73869	27.33432	4.86821	77.43986	7.81373	5795.94199	19.71277	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-084	0	20240326_BRUVS 7_L27_GX010002.MP4	2317	20240326_BRUVS 7_R28_GX010003.MP4	2751	1.28851		-1.00000	52.27918	68.74957	-1434.74118	0.90112	0.90130	5.36860	3.56899	1437.33847	3.72046								Sync		
GB-BV-084	14	20240326_BRUVS 7_L27_GX010002.MP4	24541	20240326_BRUVS 7_R28_GX010003.MP4	24975	13.64754	1	10.33534	-1262.34669	418.29508	-1879.14823	6.60408	2.48260	10.25900	0.21792	2302.10512	35.39439	Aracanidae	Anoplocapros	lenticularis	37466010	1	AD	Passing			
GB-BV-084	27	20240326_BRUVS 7_L27_GX010002.MP4	79528	20240326_BRUVS 7_R28_GX010003.MP4	79962	44.22645	1	40.91425	78.62759	670.20494	-6514.91561	4.09883	11.15244	107.84013	1.63863	6549.76965	6.25031	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-084	28	20240326_BRUVS 7_L27_GX010002.MP4	79603	20240326_BRUVS 7_R28_GX010003.MP4	80037	44.26816	1	40.95596	2689.46842	878.62527	-5788.81179	40.18257	13.23179	87.81765	0.08613	6443.25731	26.15474	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-084	29	20240326_BRUVS 7_L27_GX010002.MP4	79639	20240326_BRUVS 7_R28_GX010003.MP4	80073	44.28818	1	40.97598	969.53285	248.36904	-2876.84957	7.24008	2.45587	21.63174	0.52057	3045.97186	19.26933	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-174	0	20240326_BRUVS 8_L29_GX010003.MP4	5589	20240326_BRUVS 8_R30_GX010002.MP4	3436	3.10811		-1.00000	37.57687	157.04763	-1259.12590	0.78926	0.89440	4.00139	1.61185	1269.43846	7.83134								Sync		
GB-BV-174	1	20240326_BRUVS 8_L29_GX010003.MP4	11832	20240326_BRUVS 8_R30_GX010002.MP4	9679	6.57991	1	0.59838	-409.05241	-250.22807	-1083.86982	1.27438	1.00263	3.13889	0.10128	1185.20536	23.58925	Labridae	Eupetrichthys	angustipes	37384105	2	AD	Passing			
GB-BV-174	43	20240326_BRUVS 8_L29_GX010003.MP4	98113	20240326_BRUVS 8_R30_GX010002.MP4	95960	54.56178	1	48.58025	276.12446	54.68189	-2548.66995	2.28834	1.56189	16.07806	1.05975	2564.16718	6.42829	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-174	44	20240326_BRUVS 8_L29_GX010003.MP4	98290	20240326_BRUVS 8_R30_GX010002.MP4	96137	54.66022	1	48.67868	1824.15546	229.52950	-3664.97159	17.53258	2.96389	35.52680	3.66214	4100.27361	26.71266	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-174	45	20240326_BRUVS 8_L29_GX010003.MP4	98498	20240326_BRUVS 8_R30_GX010002.MP4	96345	54.77589	1	48.79435	1794.46611	488.71665	-2197.49154	11.36877	3.32086	13.95589	7.76112	2878.87507	40.38643	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-150	0	20240326_BRUVS 10_L33_GX010006.MP4	1203	20240326_BRUVS 10_R34_GX010008.MP4	1968	0.75075		-1.00000	1185.72048	395.05035	-2456.52669	7.50056	2.87569	15.67886	8.67316	2756.17874	27.03706								Sync		
GB-BV-150	11	20240326_BRUVS 10_L33_GX010006.MP4	23512	20240326_BRUVS 10_R34_GX010008.MP4	24277	13.15703	1	8.16760	2043.35447	484.19180	-2854.61036	14.64272	3.86209	20.89679	1.22988	3543.80298	36.39154	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-134	0	20240326_BRUVS 9_L31_GX010005.MP4	1151	20240326_BRUVS 9_R32_GX010008.MP4	896	0.64008		-1.00000	21.94995	90.97459	-2203.77317	1.34893	1.41168	12.13022	1.37425	2205.75937	2.63051								Sync		
GB-BV-134	21	20240326_BRUVS 9_L31_GX010005.MP4	32634	20240326_BRUVS 9_R32_GX010008.MP4	32379	18.14815	1	11.39139	100.52266	-246.35355	-1349.34672	0.89605	1.18369	4.63151	0.88094	1375.32957	10.96614	Urolophidae	Urolophus	circularis	37038020	1	AD	Passing			
GB-BV-134	23	20240326_BRUVS 9_L31_GX010005.MP4	50317	20240326_BRUVS 9_R32_GX010008.MP4	50062	27.98187	1	21.22511	-2509.85954	1318.85329	-6120.69244	39.99618	21.11154	98.31422	4.97115	6745.49071	24.95042	Carangidae		spp		1	AD	Passing			
GB-BV-134	24	20240326_BRUVS 9_L31_GX010005.MP4	50317	20240326_BRUVS 9_R32_GX010008.MP4	50062	27.98187	1	21.22511	-1262.14081	1269.58856	-7200.00210	22.90750	22.77208	129.69342	4.34447	7419.22400	14.10837	Carangidae		spp		1	AD	Passing			
GB-BV-134	52	20240326_BRUVS 9_L31_GX020005.MP4	22052	20240326_BRUVS 9_R32_GX020008.MP4	21797	51.76955	1	45.01279	-1783.31670	770.76728	-7347.62244	32.97494	14.46308	136.02063	1.18169	7600.12212	14.89256	Myliobatidae	Myliobatis	tenuicaudatus	37039001	2	AD	Passing			
GB-BV-003	0	20240326_BRUVS 1_L15_GX010006.MP4	5412	20240326_BRUVS 1_R16_GX010009.MP4	5977	3.00968		-1.00000	-5.96392	62.24245	-837.21253	0.53173	0.53173	1.86989	3.61644	839.54422	4.52455								Sync		
GB-BV-003	1	20240326_BRUVS 1_L15_GX010006.MP4	18091	20240326_BRUVS 1_R16_GX010009.MP4	18656	10.06062	1	6.13391	-2019.73384	583.99869	-2738.51647	13.66788	4.27432	18.95517	0.67921	3452.51382	37.58625	Aracanidae	Anoplocapros	amygdaloides	37466015	1	AD	Passing			
GB-BV-003	3	20240326_BRUVS 1_L15_GX010006.MP4	25684	20240326_BRUVS 1_R16_GX010009.MP4	26249	14.28317	1	10.35647	3617.25847	-2.87442	-5467.95710	52.53987	3.43106	80.85508	1.11086	6556.15146	33.48679	Urolophidae	Trygonoptera	spp		1	AD	Passing			
GB-BV-003	4	20240326_BRUVS 1_L15_GX010006.MP4	32823	20240326_BRUVS 1_R16_GX010009.MP4	33388	18.25325	1	14.32655	-408.16030	423.68509	-4432.26241	5.22963	5.25318	49.78285	0.73806	4471.13565	7.74605	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-014	0	20240326_BRUVS 2_L17_GX010008.MP4	290	20240326_BRUVS 2_R18_GX010008.MP4	671	0.16127		-1.00000	76.01950	40.05359	-1292.61704	0.83168	0.79799	4.23670	0.80243	1295.46982	3.85492								Sync		
GB-BV-014	2	20240326_BRUVS 2_L17_GX010008.MP4	22565	20240326_BRUVS 2_R18_GX010008.MP4	22946	12.54866	1	5.97208	-76.62380	-344.60198	-6728.28059	4.23375	7.15636	111.30303	0.15958	6737.53526	2.89752	Unknown	Unknown	Unknown	0	3	AD	Passing			
GB-BV-014	7	20240326_BRUVS 2_L17_GX010008.MP4	29566	20240326_BRUVS 2_R18_GX010008.MP4	29947	16.44200	1	9.86542	-702.66743	-74.42210	-1042.08436	1.87143	0.67531	2.73606	6.12843	1259.05519	34.12841	Aracanidae	Aracana	aurita	37466003	1	AD	Passing			
GB-BV-014	22	20240326_BRUVS 2_L17_GX010008.MP4	65149	20240326_BRUVS 2_R18_GX010008.MP4	65530	36.23012	1	29.65354	-360.70315	-351.00656	-1615.80593	1.72234	1.74789	6.65221	0.66422	1692.37738	17.22553	Paralichthyidae	Pseudorhombus	spp		1	AD	Passing			
GB-BV-083	0	20240326_BRUVS 3_L19_GX010004.MP4	2212	20240326_BRUVS 3_R20_GX010004.MP4	2326	1.23012		-1.00000	38.43152	16.05145	-1050.96189	0.66181	0.64433	2.90515	3.32246	1051.78682	2.32731								Sync		
GB-BV-083	14	20240326_BRUVS 3_L19_GX010004.MP4	51889	20240326_BRUVS 3_R20_GX010004.MP4	52003	28.85608	1	17.78111	2576.90239	4128.37704	-10192.48688	68.99282	110.08332	273.66848	1.70973	11294.72053	25.64267	Unknown	Unknown	Unknown	0	131	AD	Passing			
GB-BV-083	16	20240326_BRUVS 3_L19_GX010004.MP4	75101	20240326_BRUVS 3_R20_GX010004.MP4	75215	41.76454	1	30.68958	167.70134	265.41991	-4714.90972	3.46141	4.15401	56.42442	1.40852	4725.35132	3.92942	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-083	49	20240326_BRUVS 3_L19_GX010004.MP4	103166	20240326_BRUVS 3_R20_GX010004.MP4	103280	57.37182	1	46.29685	-251.02332	1505.95848	-4066.07846	3.57647	15.76458	42.52001	0.46739	4343.26118	20.71914	Loliginidae	Sepioteuthis	australis	23617005	1	AD	Passing			
GB-BV-067	0	20240326_BRUVS 4_L21_GX010006.MP4	550	20240326_BRUVS 4_R22_GX010006.MP4	646	0.30586		-1.00000	43.35542	-21.20103	-793.04714	0.51074	0.49397	1.90163	0.33333	794.51428	3.30256								Sync		
GB-BV-067	1	20240326_BRUVS 4_L21_GX010006.MP4	20231	20240326_BRUVS 4_R22_GX010006.MP4	20327	11.25070	1	4.38105	2755.37302	-95.95625	-5356.60600	44.48590	4.07031	87.73366	0.66560	6024.49301	27.22222	Carangidae		spp		1	AD	Passing			
GB-BV-067	2	20240326_BRUVS 4_L21_GX010006.MP4	20231	20240326_BRUVS 4_R22_GX010006.MP4	20327	11.25070	1	4.38105	3448.24045	-112.57921	-5223.68550	54.77705	4.14197	84.65891	0.38518	6260.18582	33.43104	Carangidae		spp		1	AD	Passing			
GB-BV-067	3	20240326_BRUVS 4_L21_GX010006.MP4	22175	20240326_BRUVS 4_R22_GX010006.MP4	22271	12.33178	1	5.46213	-2359.35314	-138.83490	-5158.40371	36.33082	4.26503	80.30602	5.30121	5674.05950	24.59243	Gerreidae	Parequula	melbournensis	37349001	1	AD	Passing			
GB-BV-067	4	20240326_BRUVS 4_L21_GX010006.MP4	22175	20240326_BRUVS 4_R22_GX010006.MP4	22271	12.33178	1	5.46213	-1538.95013	-58.64949	-4250.79254	19.21488	2.86414	53.58050	3.05423	4521.17733	19.90291	Gerreidae	Parequula	melbournensis	37349001	1	AD	Passing			
GB-BV-067	5	20240326_BRUVS 4_L21_GX010006.MP4	22175	20240326_BRUVS 4_R22_GX010006.MP4	22271	12.33178	1	5.46213	-1262.69444	-26.15641	-4018.74281	14.82678	2.55719	47.48819	2.81069	4212.52599	17.44271	Gerreidae	Parequula	melbournensis	37349001	1	AD	Passing			
GB-BV-067	87	20240326_BRUVS 4_L21_GX010006.MP4	88429	20240326_BRUVS 4_R22_GX010006.MP4	88525	49.17640	1	42.30675	-960.45952	-172.26436	-6417.03155	17.84917	5.72427	117.83704	0.59752	6490.79744	8.57548	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-067	92	20240326_BRUVS 4_L21_GX010006.MP4	88702	20240326_BRUVS 4_R22_GX010006.MP4	88798	49.32822	1	42.45857	1078.97765	-199.35137	-3692.25248	11.72489	3.37060	40.23431	0.69786	3851.83880	16.47121	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-067	93	20240326_BRUVS 4_L21_GX010006.MP4	88977	20240326_BRUVS 4_R22_GX010006.MP4	89073	49.48115	1	42.61150	-652.56652	-174.12852	-4125.84721	7.98467	3.51521	48.92315	1.25696	4180.76297	9.18645	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-067	94	20240326_BRUVS 4_L21_GX010006.MP4	89285	20240326_BRUVS 4_R22_GX010006.MP4	89381	49.65243	1	42.78278	977.64118	-253.57707	-4077.21110	11.69094	4.22809	48.56006	1.51375	4200.44450	13.80202	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-166	0	20240326_BRUVS 6_L95_GX010004.MP4	389	20240326_BRUVS 6_R96_GX010004.MP4	459	0.21633		-1.00000	-101.37317	24.54916	-968.31099	0.65055	0.60221	2.43670	2.94723	973.91240	6.17268								Sync		
GB-BV-166	2	20240326_BRUVS 6_L95_GX010004.MP4	14864	20240326_BRUVS 6_R96_GX010004.MP4	14934	8.26604	1	2.25281	-1065.39156	-251.73506	-3001.09654	8.36281	2.73350	23.58965	10.43911	3194.52816	20.01766	Gerreidae	Parequula	melbournensis	37349001	1	AD	Passing			
GB-BV-166	3	20240326_BRUVS 6_L95_GX010004.MP4	14864	20240326_BRUVS 6_R96_GX010004.MP4	14934	8.26604	1	2.25281	-836.89291	-209.81142	-3534.79966	7.68057	2.90143	31.79265	13.32013	3638.57379	13.69251	Gerreidae	Parequula	melbournensis	37349001	1	AD	Passing			
GB-BV-166	4	20240326_BRUVS 6_L95_GX010004.MP4	22276	20240326_BRUVS 6_R96_GX010004.MP4	22346	12.38794	1	6.37471	-1481.04991	30.41891	-2600.04478	10.50090	1.65189	18.87175	7.56795	2992.43496	29.67435	Loliginidae	Sepioteuthis	australis	23617005	1	AD	Passing			
GB-BV-166	5	20240326_BRUVS 6_L95_GX010004.MP4	22276	20240326_BRUVS 6_R96_GX010004.MP4	22346	12.38794	1	6.37471	-1153.57606	138.77785	-3658.55057	10.93024	2.57551	34.63258	14.87979	3838.61815	17.63137	Loliginidae	Sepioteuthis	australis	23617005	1	AD	Passing			
GB-BV-166	23	20240326_BRUVS 6_L95_GX010004.MP4	54727	20240326_BRUVS 6_R96_GX010004.MP4	54797	30.43432	1	24.42109	-832.48774	-72.21809	-1614.99205	3.67337	1.07195	7.28857	9.22183	1818.36481	27.34894	Mullidae	Upeneichthys	stotti	37355030	1	AD	Passing			
GB-BV-166	26	20240326_BRUVS 6_L95_GX010004.MP4	78206	20240326_BRUVS 6_R96_GX010004.MP4	78276	43.49127	1	37.47803	761.20815	46.01379	-2998.57245	5.84454	1.84108	22.50785	2.28907	3094.02519	14.27545	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-166	27	20240326_BRUVS 6_L95_GX010004.MP4	85763	20240326_BRUVS 6_R96_GX010004.MP4	85833	47.69380	1	41.68057	4505.89647	317.02529	-7303.73744	88.87558	7.52973	144.59265	2.63188	8587.67656	31.74221	Monacanthidae	Meuschenia	freycineti	37465036	1	AD	Passing			
GB-BV-008	0	20240326_BRUVS 5_L23_GX010004.MP4	523	20240326_BRUVS 5_R24_GX010004.MP4	616	0.29085		-1.00000	60.16990	-10.82212	-902.87020	0.58332	0.55757	2.09566	0.60071	904.93764	3.82924								Sync		
GB-BV-008	30	20240326_BRUVS 5_L23_GX010004.MP4	37318	20240326_BRUVS 5_R24_GX010004.MP4	37411	20.75298	1	16.71227	101.91317	252.98921	-3617.49619	2.35872	3.00940	32.21533	1.05888	3627.76357	4.61776	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
GB-BV-100	0	20240326_BRUVS 7_L27_GX010003.MP4	9881	20240326_BRUVS 7_R28_GX010004.MP4	10026	5.49493		-1.00000	-31.40886	0.59494	-731.84809	0.47549	0.45577	1.46918	1.02605	732.52201	2.48751								Sync		
GB-BV-100	1	20240326_BRUVS 7_L27_GX010003.MP4	23110	20240326_BRUVS 7_R28_GX010004.MP4	23255	12.85173	1	5.90368	-722.89104	-441.66175	-1894.75163	3.76083	2.61220	9.85281	0.45520	2075.50483	23.91409	Labridae	Eupetrichthys	angustipes	37384105	1	AD	Passing			
GB-BV-100	7	20240326_BRUVS 7_L27_GX010003.MP4	67970	20240326_BRUVS 7_R28_GX010004.MP4	68115	37.79887	1	30.85082	-978.25973	-82.39452	-4611.18332	11.88975	3.10693	55.37250	0.27531	4714.52994	11.99509	Microcanthidae	Neatypus	obliquus	37361002	1	AD	Passing			
