OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
CF1-1	11	CF1-1_L9_GX010013.MP4	49986	CF1-1_R9_GX010011.MP4	50443	13.89886	60	12.27557	183.85015	1.80392	3.13310	1499.09883	17.21708	1.07408	26.14310	-301.91518	-325.17195	-1431.92448	Labridae	Pseudolabrus	biserialis		1	AD	Passing			
CF1-1	12	CF1-1_L9_GX010013.MP4	49997	CF1-1_R9_GX010011.MP4	50454	13.90192	60	12.27863	172.40997	1.54461	2.53606	1162.20557	22.59362	18.31420	35.57892	-371.41524	-247.83551	-1073.00982	Labridae	Pseudolabrus	biserialis		1	AD	Passing			
CF1-1	13	CF1-1_L9_GX010013.MP4	54653	CF1-1_R9_GX010011.MP4	55110	15.19654	60	13.57325	115.44989	2.14090	2.43200	1482.18824	26.15161	5.33565	2.30877	-526.38553	-386.88731	-1330.45799	Labridae	Coris	auricularis	37384088	1	AD	Passing			
CF1-1	14	CF1-1_L9_GX010013.MP4	54721	CF1-1_R9_GX010011.MP4	55178	15.21545	60	13.59216	83.80711	0.88279	0.10064	956.34033	11.89095	4.06349	31.15060	-114.65176	-160.26562	-935.81874	Labridae	Coris	auricularis	37384088	1	AD	Passing			
CF1-1	15	CF1-1_L9_GX010013.MP4	54816	CF1-1_R9_GX010011.MP4	55273	15.24186	60	13.61858	79.35451	5.82617	3.99324	1871.74764	16.63278	45.38212	40.17036	-494.24304	206.79832	-1793.43177	Labridae	Coris	auricularis	37384088	1	AD	Passing			
CF1-1	16	CF1-1_L9_GX010013.MP4	54818	CF1-1_R9_GX010011.MP4	55275	15.24242	60	13.61913	79.07849	1.44892	3.11473	1048.62812	14.12110	28.64934	46.04231	233.22847	105.15020	-1016.94093	Labridae	Coris	auricularis	37384088	1	AD	Passing			
CF1-1	17	CF1-1_L9_GX010013.MP4	54819	CF1-1_R9_GX010011.MP4	55276	15.24270	60	13.61941	69.72338	5.45028	0.57946	3073.58362	10.54392	0.49248	2.85904	-512.22740	232.27875	-3021.68595	Labridae	Coris	auricularis	37384088	1	AD	Passing			
CF1-1	18	CF1-1_L9_GX010013.MP4	54838	CF1-1_R9_GX010011.MP4	55295	15.24798	60	13.62469	92.66861	2.72529	2.19232	1491.86988	22.95186	22.92767	26.83839	-573.82353	-95.80355	-1373.76271	Labridae	Coris	auricularis	37384088	1	AD	Passing			
CF1-1	19	CF1-1_L9_GX010013.MP4	54851	CF1-1_R9_GX010011.MP4	55308	15.25159	60	13.62831	87.85518	4.93311	1.33107	1750.20732	16.62565	30.82719	10.60447	427.07664	-261.47792	-1677.03921	Labridae	Coris	auricularis	37384088	1	AD	Passing			
CF1-1	20	CF1-1_L9_GX010013.MP4	54852	CF1-1_R9_GX010011.MP4	55309	15.25187	60	13.62859	86.66504	1.54597	3.60823	1116.62283	14.38911	19.39777	31.22941	-251.13547	118.02595	-1081.59484	Labridae	Coris	auricularis	37384088	1	AD	Passing			
CF1-1	21	CF1-1_L9_GX010013.MP4	54878	CF1-1_R9_GX010011.MP4	55335	15.25910	60	13.63582	124.14481	6.84295	1.66411	1851.86145	16.37931	42.63451	14.52018	392.42774	-344.54284	-1776.70525	Labridae	Coris	auricularis	37384088	1	AD	Passing			
CF1-1	22	CF1-1_L9_GX010013.MP4	54940	CF1-1_R9_GX010011.MP4	55397	15.27634	60	13.65306	96.27434	6.93676	3.77405	1800.26516	21.29352	53.39865	14.81376	-376.51480	-534.45031	-1677.36523	Labridae	Coris	auricularis	37384088	1	AD	Passing			
CF1-1	23	CF1-1_L9_GX010013.MP4	54946	CF1-1_R9_GX010011.MP4	55403	15.27801	60	13.65472	70.60050	5.86562	1.68477	2611.78587	25.68815	14.77114	41.58917	-1008.71611	514.03079	-2353.65452	Labridae	Coris	auricularis	37384088	1	AD	Passing			
CF1-1	24	CF1-1_L9_GX010013.MP4	55061	CF1-1_R9_GX010011.MP4	55518	15.30999	60	13.68670	83.53426	0.57088	3.38057	648.17991	12.19354	11.46141	48.67728	132.94125	32.70498	-633.55679	Labridae	Coris	auricularis	37384088	1	AD	Passing			
CF1-1	25	CF1-1_L9_GX010013.MP4	55121	CF1-1_R9_GX010011.MP4	55578	15.32667	60	13.70338	74.52866	5.49302	2.92795	2156.43023	28.20241	24.43622	6.92165	-959.74937	342.71167	-1900.42658	Labridae	Coris	auricularis	37384088	1	AD	Passing			
CF1-1	26	CF1-1_L9_GX010013.MP4	55178	CF1-1_R9_GX010011.MP4	55635	15.34252	60	13.71923	134.63566	2.13580	2.17465	1587.87946	17.90042	5.36429	8.30577	362.42214	-326.87779	-1511.01366	Labridae	Coris	auricularis	37384088	1	AD	Passing			
CF1-1	27	CF1-1_L9_GX010013.MP4	55215	CF1-1_R9_GX010011.MP4	55672	15.35281	60	13.72952	59.43392	4.10851	2.65919	2079.94627	25.32892	0.91922	3.84267	-806.29220	376.41882	-1879.99422	Labridae	Coris	auricularis	37384088	1	AD	Passing			
CF1-1	28	CF1-1_L9_GX010013.MP4	55244	CF1-1_R9_GX010011.MP4	55701	15.36087	60	13.73759	76.41837	1.46506	3.98679	1087.94875	18.02436	14.06736	18.45381	-328.24949	-74.66666	-1034.55770	Labridae	Coris	auricularis	37384088	1	AD	Passing			
CF1-1	29	CF1-1_L9_GX010013.MP4	55541	CF1-1_R9_GX010011.MP4	55998	15.44345	60	13.82017	80.26291	2.38468	1.86508	1656.58831	15.84545	8.84101	29.45143	-376.88636	-250.10108	-1593.64078	Labridae	Coris	auricularis	37384088	1	AD	Passing			
CF1-1	30	CF1-1_L9_GX010013.MP4	55928	CF1-1_R9_GX010011.MP4	56385	15.55106	60	13.92777	83.24132	7.13694	2.20715	2667.86434	26.03402	5.44768	3.20855	-1164.61842	121.49269	-2397.16574	Labridae	Coris	auricularis	37384088	1	AD	Passing			
CF1-1	31	CF1-1_L9_GX010013.MP4	56941	CF1-1_R9_GX010011.MP4	57398	15.83273	60	14.20944	66.59379	2.94761	4.25142	1359.61138	19.96458	38.21776	37.94415	-143.78211	-441.39674	-1277.90404	Labridae	Coris	auricularis	37384088	1	AD	Passing			
CF1-1	32	CF1-1_L9_GX010013.MP4	73045	CF1-1_R9_GX010011.MP4	73502	20.31053	60	18.68724	183.02822	4.86201	1.85905	1570.12209	14.81197	39.39740	12.87282	-335.47600	-220.40030	-1517.94695	Serranidae	Caesioperca	rasor		1	AD	Passing			
CF1-1	33	CF1-1_L9_GX010013.MP4	73572	CF1-1_R9_GX010011.MP4	74029	20.45706	60	18.83378	102.02607	8.14953	0.83704	2751.84988	21.92789	17.32506	16.45247	-881.39827	528.39380	-2552.76611	Serranidae	Caesioperca	rasor		1	AD	Passing			
CF1-1	34	CF1-1_L9_GX010013.MP4	83196	CF1-1_R9_GX010011.MP4	83653	23.13306	60	21.50978	267.04397	7.41584	0.55122	2734.69414	27.47154	8.70052	2.70094	1249.22806	-175.79128	-2426.33030	Monacanthidae	Meuschenia	galii	37465040	1	AD	Passing			
CF1-1	35	CF1-1_L9_GX010013.MP4	83253	CF1-1_R9_GX010011.MP4	83710	23.14891	60	21.52563	244.06119	6.03761	6.52194	2459.88157	23.04497	20.59730	39.00603	-771.39575	576.35168	-2263.57785	Monacanthidae	Meuschenia	galii	37465040	1	AD	Passing			
CF1-1	36	CF1-1_L9_GX010013.MP4	86795	CF1-1_R9_GX010011.MP4	87252	24.13378	60	22.51050	589.19335	6.35493	1.40936	2403.15335	7.82304	17.23334	10.92914	-244.92275	-216.81576	-2380.78764	Myliobatidae	Myliobatis	tenuicaudatus		1	AD	Passing			
CF1-1	38	CF1-1_L9_GX010013.MP4	97352	CF1-1_R9_GX010011.MP4	97809	27.06921	60	25.44593	126.11502	10.00759	2.10610	2246.89773	18.29712	42.63751	1.04294	-536.96719	-457.44731	-2133.29735	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF1-1	39	CF1-1_L9_GX010013.MP4	97353	CF1-1_R9_GX010011.MP4	97810	27.06949	60	25.44620	131.77492	1.43494	2.49177	978.17219	18.32936	27.58703	28.91591	-302.09724	-57.99967	-928.54409	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF1-1	40	CF1-1_L9_GX010013.MP4	97362	CF1-1_R9_GX010011.MP4	97819	27.07199	60	25.44871	125.09459	1.72069	1.45523	1804.82840	16.44203	4.89326	8.77556	-41.98948	-509.11924	-1731.02283	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF1-1	41	CF1-1_L9_GX010013.MP4	97378	CF1-1_R9_GX010011.MP4	97835	27.07644	60	25.45315	125.66682	2.87938	11.74261	1496.53491	19.84405	41.53120	54.49344	-395.55546	-318.77207	-1407.67076	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF1-1	42	CF1-1_L9_GX010013.MP4	97428	CF1-1_R9_GX010011.MP4	97885	27.09034	60	25.46706	124.85337	2.58848	4.22165	1566.42990	26.26756	9.61868	18.32821	-692.12229	-39.43211	-1404.67594	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF1-1	43	CF1-1_L9_GX010013.MP4	97444	CF1-1_R9_GX010011.MP4	97901	27.09479	60	25.47151	220.01773	5.20489	10.20048	2299.19493	29.71512	17.31677	22.79814	-1103.57096	284.62022	-1996.85248	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF1-1	44	CF1-1_L9_GX010013.MP4	97847	CF1-1_R9_GX010011.MP4	98304	27.20685	60	25.58356	197.81378	1.47745	3.25867	1051.06768	12.81932	18.63461	16.86376	-220.10997	77.05576	-1024.86940	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF1-1	45	CF1-1_L9_GX010013.MP4	112850	CF1-1_R9_GX010011.MP4	113307	31.37851	60	29.75522	154.82629	3.93681	2.74619	2159.49456	18.31867	5.22123	3.47230	-564.43106	-376.95609	-2050.05815	Mullidae	Upeneichthys	vlamingii		1	AD	Passing			
CF1-1	64	CF1-1_L9_GX010013.MP4	149279	CF1-1_R9_GX010011.MP4	149736	41.50777	60	39.88449	631.77157	5.28588	2.99034	1790.94291	22.81000	36.09325	12.74255	-277.90545	-636.26238	-1650.88317	Trygonorrhinidae	Trygonorrhina	dumerilii		1	AD	Passing			
CF1-1	65	CF1-1_L9_GX010013.MP4	165575	CF1-1_R9_GX010011.MP4	166032	46.03896	60	44.41567	143.58102	3.78992	6.92803	1272.43768	14.30012	49.50090	13.75201	197.44994	-244.52778	-1233.01149	Microcanthidae	Neatypus	obliquus	37361002	1	AD	Passing			
CF1-1	66	CF1-1_L9_GX010013.MP4	166037	CF1-1_R9_GX010011.MP4	166494	46.16742	60	44.54413	119.49395	0.82396	8.80043	1004.59033	16.51164	4.15159	4.86621	-14.78238	-285.13176	-963.16307	Microcanthidae	Neatypus	obliquus	37361002	1	AD	Passing			
CF1-1	67	CF1-1_L9_GX010013.MP4	166047	CF1-1_R9_GX010011.MP4	166504	46.17020	60	44.54691	111.05308	1.60355	3.51750	1108.94431	10.58986	19.10982	6.08372	120.27343	-164.52444	-1090.05665	Microcanthidae	Neatypus	obliquus	37361002	1	AD	Passing			
CF1-1	68	CF1-1_L9_GX010013.MP4	166791	CF1-1_R9_GX010011.MP4	167248	46.37707	60	44.75379	122.72184	1.20046	1.54255	1153.08498	16.82190	1.89084	5.63614	224.82560	-246.59519	-1103.74328	Microcanthidae	Neatypus	obliquus	37361002	1	AD	Passing			
CF1-1	69	CF1-1_L9_GX010013.MP4	174137	CF1-1_R9_GX010011.MP4	174594	48.41966	60	46.79638	247.97198	4.01051	4.49222	1801.31440	28.40075	27.19063	9.05279	-853.06787	-79.55553	-1584.51245	Aracanidae	Anoplocapros	lenticularis		1	AD	Passing			
CF1-3	0	CF1-3_L8_GX010011_1.MP4	15128	CF1-3_R8_GX010005_1.MP4	16471	4.20642	60	0.40040	182.09992	12.01924	0.41685	2356.72954	22.47792	81.06534	24.56402	814.67984	-384.93390	-2177.68151	Mullidae	Upeneichthys	vlamingii		1	AD	Passing			
CF1-3	1	CF1-3_L8_GX010011_1.MP4	16393	CF1-3_R8_GX010005_1.MP4	17736	4.55816	60	0.75214	106.73847	6.38440	0.66278	2225.09096	24.69791	24.57666	11.86575	-928.36297	50.18772	-2021.54723	Labridae	Austrolabrus	maculatus	37384025	1	AD	Passing			
CF1-3	2	CF1-3_L8_GX010011_1.MP4	20615	CF1-3_R8_GX010005_1.MP4	21958	5.73210	60	1.92609	126.36578	3.54302	3.12418	1827.36815	10.97774	18.73455	26.85295	17.83221	-347.52418	-1793.92958	Labridae	Eupetrichthys	angustipes		1	AD	Passing			
CF1-3	3	CF1-3_L8_GX010011_1.MP4	34682	CF1-3_R8_GX010005_1.MP4	36025	9.64350	60	5.83749	174.85937	11.52531	0.90048	3542.49663	15.45956	11.21080	18.99662	-944.28116	-0.04346	-3414.32504	Monacanthidae	Scobinichthys	granulatus	37465007	1	AD	Passing			
CF1-3	4	CF1-3_L8_GX010011_1.MP4	46959	CF1-3_R8_GX010005_1.MP4	48302	13.05718	60	9.25117	184.34536	7.75909	2.67751	2140.70820	29.15697	80.96930	14.05781	1035.09454	127.85857	-1869.45529	Labridae	Pseudolabrus	biserialis		1	AD	Passing			
CF1-3	5	CF1-3_L8_GX010011_1.MP4	47104	CF1-3_R8_GX010005_1.MP4	48447	13.09750	60	9.29149	180.55048	1.93107	1.15392	1308.11493	25.46160	7.60491	11.36184	-558.91182	62.23940	-1181.06245	Labridae	Pseudolabrus	biserialis		1	AD	Passing			
CF1-3	6	CF1-3_L8_GX010011_1.MP4	47120	CF1-3_R8_GX010005_1.MP4	48463	13.10195	60	9.29593	123.95412	1.62448	0.66240	1181.57792	27.44302	1.83975	1.77479	-542.05660	-52.04469	-1048.61451	Labridae	Pseudolabrus	biserialis		1	AD	Passing			
CF1-3	7	CF1-3_L8_GX010011_1.MP4	47271	CF1-3_R8_GX010005_1.MP4	48614	13.14394	60	9.33792	170.97131	1.96134	0.95746	1304.36377	12.48782	16.20210	2.87852	198.45624	-200.41137	-1273.50510	Labridae	Pseudolabrus	biserialis		1	AD	Passing			
CF1-3	8	CF1-3_L8_GX010011_1.MP4	47627	CF1-3_R8_GX010005_1.MP4	48970	13.24293	60	9.43691	157.43380	1.88996	1.41553	1405.09539	17.81703	0.02749	14.54385	-397.11782	164.73027	-1337.70491	Labridae	Pseudolabrus	biserialis		1	AD	Passing			
CF1-3	9	CF1-3_L8_GX010011_1.MP4	47819	CF1-3_R8_GX010005_1.MP4	49162	13.29631	60	9.49030	115.22742	4.33949	1.12355	2047.96216	7.48604	17.08051	15.10402	-78.99263	-254.85684	-2030.50663	Labridae	Pseudolabrus	biserialis		1	AD	Passing			
CF1-3	10	CF1-3_L8_GX010011_1.MP4	47851	CF1-3_R8_GX010005_1.MP4	49194	13.30521	60	9.49919	136.97650	1.11573	1.44930	914.59279	22.33390	8.64186	6.10944	-346.72456	-23.91626	-845.98467	Labridae	Pseudolabrus	biserialis		1	AD	Passing			
CF1-3	11	CF1-3_L8_GX010011_1.MP4	48177	CF1-3_R8_GX010005_1.MP4	49520	13.39586	60	9.58984	167.63063	2.37978	2.92356	1347.12703	16.68858	21.20346	22.28465	-379.85384	-73.26009	-1290.38570	Labridae	Pseudolabrus	biserialis		1	AD	Passing			
CF1-3	12	CF1-3_L8_GX010011_1.MP4	48476	CF1-3_R8_GX010005_1.MP4	49819	13.47899	60	9.67298	128.28750	4.75272	0.77191	1680.38827	31.08781	77.05352	1.82806	-854.97787	147.86780	-1439.04576	Gerreidae	Parequula	melbournensis		1	AD	Passing			
CF1-3	13	CF1-3_L8_GX010011_1.MP4	49102	CF1-3_R8_GX010005_1.MP4	50445	13.65306	60	9.84704	182.57714	1.12485	1.13653	1268.81018	5.80297	0.21992	13.75922	-42.18532	121.15222	-1262.30813	Labridae	Pseudolabrus	biserialis		1	AD	Passing			
CF1-3	14	CF1-3_L8_GX010011_1.MP4	57457	CF1-3_R8_GX010005_1.MP4	58800	15.97621	60	12.17019	578.92699	2.26410	6.09571	1279.88598	26.40941	27.96014	3.71759	-491.61277	-287.02940	-1146.31546	Scyliorhinidae	Aulohalaelurus	labiosus		1	AD	Passing			
CF1-3	15	CF1-3_L8_GX010011_1.MP4	72107	CF1-3_R8_GX010005_1.MP4	73450	20.04971	60	16.24370	339.90828	3.35710	2.88131	1830.53029	23.32285	6.55123	16.69317	-719.71163	-85.12638	-1680.95503	Labridae	Notolabrus	parilus	37384022	1	AD	Passing			
CF1-3	16	CF1-3_L8_GX010011_1.MP4	72224	CF1-3_R8_GX010005_1.MP4	73567	20.08224	60	16.27623	140.35817	3.23299	5.13153	1352.74825	26.61147	59.63659	29.81473	-499.14035	-343.55679	-1209.44428	Labridae	Pictilabrus	laticlavius		1	AD	Passing			
CF1-3	17	CF1-3_L8_GX010011_1.MP4	72876	CF1-3_R8_GX010005_1.MP4	74219	20.26354	60	16.45752	238.18996	2.24529	4.11117	1425.91413	24.57715	28.21229	44.15800	-567.58108	-171.97676	-1296.72928	Monacanthidae	Meuschenia	galii	37465040	1	AD	Passing			
CF1-3	18	CF1-3_L8_GX010011_1.MP4	77798	CF1-3_R8_GX010005_1.MP4	79141	21.63212	60	17.82611	313.23955	2.74459	1.90795	1562.65437	18.70410	13.16510	11.65277	-499.90651	-34.75393	-1480.12646	Carangidae	Pseudocaranx	spp	37337924	1	AD	Passing			
CF1-3	19	CF1-3_L8_GX010011_1.MP4	87669	CF1-3_R8_GX010005_1.MP4	89012	24.37680	60	20.57079	698.51444	26.26150	1.20408	4756.91734	26.35148	24.67459	12.50722	2100.20771	217.92702	-4262.61633	Labridae	Choerodon	rubescens	37384039	1	AD	Passing			
CF1-3	20	CF1-3_L8_GX010011_1.MP4	94505	CF1-3_R8_GX010005_1.MP4	95848	26.27759	60	22.47157	585.93982	7.66190	3.52264	2004.62992	11.96045	36.90885	18.29263	-42.97592	-413.20336	-1961.11121	Myliobatidae	Myliobatis	tenuicaudatus		1	AD	Passing			
CF1-3	21	CF1-3_L8_GX010011_1.MP4	96771	CF1-3_R8_GX010005_1.MP4	98114	26.90766	60	23.10164	114.67532	2.66444	2.76829	1376.18115	17.20000	22.72177	0.35323	-347.65292	-211.52773	-1314.63608	Scorpididae	Neatypus	obliquus		1	AD	Passing			
CF1-3	22	CF1-3_L8_GX010011_1.MP4	97158	CF1-3_R8_GX010005_1.MP4	98501	27.01527	60	23.20925	74.61545	1.58609	0.97186	979.16335	26.91630	39.63595	5.08051	-317.60481	-309.19739	-873.08936	Scorpididae	Neatypus	obliquus		1	AD	Passing			
CF1-3	23	CF1-3_L8_GX010011_1.MP4	97185	CF1-3_R8_GX010005_1.MP4	98528	27.02278	60	23.21676	54.47347	1.64922	2.21040	1312.34519	20.16082	1.28911	5.24579	-361.29538	-272.11811	-1231.93640	Scorpididae	Neatypus	obliquus		1	AD	Passing			
CF1-3	24	CF1-3_L8_GX010011_1.MP4	103780	CF1-3_R8_GX010005_1.MP4	105123	28.85655	60	25.05053	609.12338	9.51546	2.75808	3287.65874	17.66526	4.23491	7.54056	-995.02650	-72.41034	-3132.63132	Heterodontidae	Heterodontus	portusjacksoni		1	AD	Passing			
CF1-3	25	CF1-3_L8_GX010011_1.MP4	104209	CF1-3_R8_GX010005_1.MP4	105552	28.97583	60	25.16982	577.68035	7.53818	15.26434	2550.89789	7.16716	19.02219	4.22981	1.40444	-318.25857	-2530.96613	Heterodontidae	Heterodontus	portusjacksoni		1	AD	Passing			
CF1-3	26	CF1-3_L8_GX010011_1.MP4	108006	CF1-3_R8_GX010005_1.MP4	109349	30.03161	60	26.22559	845.03655	7.57603	4.05791	1760.87568	22.58220	67.20701	20.81916	-653.21601	-174.76652	-1625.86859	Dasyatidae	Bathytoshia	brevicaudata		1	AD	Passing			
CF1-3	27	CF1-3_L8_GX010011_1.MP4	135268	CF1-3_R8_GX010005_1.MP4	136611	37.61194	60	33.80593	193.57426	3.19742	7.68159	2519.32305	11.10303	3.24275	34.03253	-19.63423	484.75812	-2472.16761	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF1-3	29	CF1-3_L8_GX010011_1.MP4	135278	CF1-3_R8_GX010005_1.MP4	136621	37.61472	60	33.80871	179.65847	4.73691	1.42753	2123.22119	32.00650	29.01299	6.34753	980.02490	553.11995	-1800.46598	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF1-3	30	CF1-3_L8_GX010011_1.MP4	135295	CF1-3_R8_GX010005_1.MP4	136638	37.61945	60	33.81343	115.14484	2.17544	3.35895	1422.43926	21.59959	8.66913	1.45040	-473.21113	-224.17576	-1322.55431	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF1-3	31	CF1-3_L8_GX010011_1.MP4	135298	CF1-3_R8_GX010005_1.MP4	136641	37.62029	60	33.81427	74.33103	2.22430	1.61227	1338.41698	12.56632	20.87100	21.18768	120.34129	-265.16925	-1306.35495	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF1-3	32	CF1-3_L8_GX010011_1.MP4	135319	CF1-3_R8_GX010005_1.MP4	136662	37.62612	60	33.82011	323.16152	21.21410	4.23638	4524.49357	22.69835	14.75861	16.10145	-1588.91942	723.55666	-4174.06791	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF1-3	33	CF1-3_L8_GX010011_1.MP4	135326	CF1-3_R8_GX010005_1.MP4	136669	37.62807	60	33.82205	306.48683	19.40657	3.44808	4471.01785	22.22464	11.52929	17.02484	-1536.06763	707.36128	-4138.85695	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF1-3	34	CF1-3_L8_GX010011_1.MP4	135397	CF1-3_R8_GX010005_1.MP4	136740	37.64781	60	33.84180	207.35998	2.69839	2.27861	2097.60446	11.24870	5.90892	27.86070	207.54371	352.63340	-2057.30886	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF1-3	35	CF1-3_L8_GX010011_1.MP4	135417	CF1-3_R8_GX010005_1.MP4	136760	37.65337	60	33.84736	117.74026	2.30900	1.95012	1604.56758	14.40718	2.90146	6.02205	-398.73207	-20.02507	-1554.10710	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF1-3	36	CF1-3_L8_GX010011_1.MP4	135437	CF1-3_R8_GX010005_1.MP4	136780	37.65894	60	33.85292	172.48691	5.74556	1.27440	2365.52301	23.57873	19.07049	6.48278	-502.20553	801.96050	-2168.02861	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF1-3	37	CF1-3_L8_GX010011_1.MP4	135448	CF1-3_R8_GX010005_1.MP4	136791	37.66199	60	33.85598	182.00260	9.84839	4.35933	2182.90602	8.26075	45.20430	28.36770	307.09627	-63.71526	-2160.25714	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF1-3	38	CF1-3_L8_GX010011_1.MP4	135501	CF1-3_R8_GX010005_1.MP4	136844	37.67673	60	33.87071	121.42834	6.56959	2.44138	1896.77446	9.52661	33.08156	4.38967	310.40186	46.91249	-1870.61575	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF1-3	39	CF1-3_L8_GX010011_1.MP4	135513	CF1-3_R8_GX010005_1.MP4	136856	37.68007	60	33.87405	172.55968	5.17579	2.62399	2635.24086	8.21043	11.87322	9.70421	54.30630	372.39734	-2608.23033	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF1-3	40	CF1-3_L8_GX010011_1.MP4	135519	CF1-3_R8_GX010005_1.MP4	136862	37.68174	60	33.87572	292.22844	7.39416	2.51284	2752.68275	14.83533	13.15682	8.04117	671.92816	212.73990	-2660.92401	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF1-3	41	CF1-3_L8_GX010011_1.MP4	135655	CF1-3_R8_GX010005_1.MP4	136998	37.71955	60	33.91353	206.64538	8.36312	0.75275	2803.14673	9.60620	18.19274	4.52312	-121.12621	451.82180	-2763.84101	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF1-3	42	CF1-3_L8_GX010011_1.MP4	135685	CF1-3_R8_GX010005_1.MP4	137028	37.72789	60	33.92188	146.52502	12.89392	3.99676	3759.14108	29.08487	12.23438	15.73534	-1454.83615	1105.71613	-3285.11572	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
