OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
CF1-1	54	CF1-1_L9_GX010013.MP4	148742	CF1-1_R9_GX010011.MP4	149199	41.35846	60	39.73517	-1683.13397	1728.72368	-5361.23715	17.90434	18.85961	58.44155	13.26569	5879.14019	24.22300	Pomacentridae	Chromis	klunzingeri		1	AD	Passing			
CF1-1	55	CF1-1_L9_GX010013.MP4	148742	CF1-1_R9_GX010011.MP4	149199	41.35846	60	39.73517	-2028.36619	1806.57473	-5930.70498	23.44610	21.43246	70.30104	2.43656	6523.13140	24.60152	Pomacentridae	Chromis	klunzingeri		1	AD	Passing			
CF1-1	56	CF1-1_L9_GX010013.MP4	148742	CF1-1_R9_GX010011.MP4	149199	41.35846	60	39.73517	-1183.64958	1254.21431	-4332.29387	10.66388	11.59534	39.73000	9.26295	4662.92291	21.69929	Pomacentridae	Chromis	klunzingeri		1	AD	Passing			
CF1-1	57	CF1-1_L9_GX010013.MP4	148742	CF1-1_R9_GX010011.MP4	149199	41.35846	60	39.73517	-908.97752	1312.84146	-3811.35020	7.33109	10.71909	30.96228	5.70924	4132.33387	22.72423	Pomacentridae	Chromis	klunzingeri		1	AD	Passing			
CF1-1	58	CF1-1_L9_GX010013.MP4	148742	CF1-1_R9_GX010011.MP4	149199	41.35846	60	39.73517	-572.35033	1068.87579	-3002.25554	3.90773	7.09424	19.70121	7.38536	3237.84167	21.98335	Pomacentridae	Chromis	klunzingeri		1	AD	Passing			
CF1-1	59	CF1-1_L9_GX010013.MP4	148920	CF1-1_R9_GX010011.MP4	149377	41.40795	60	39.78467	-2958.66433	2192.87447	-6852.83730	36.22156	27.54257	86.13996	0.01115	7779.70257	28.24812	Pomacentridae	Chromis	klunzingeri		1	AD	Passing			
CF1-1	60	CF1-1_L9_GX010013.MP4	148920	CF1-1_R9_GX010011.MP4	149377	41.40795	60	39.78467	-2633.94075	2099.89102	-6518.43240	31.47584	25.75120	79.99207	4.03592	7337.38013	27.32303	Pomacentridae	Chromis	klunzingeri		1	AD	Passing			
CF1-1	61	CF1-1_L9_GX010013.MP4	148920	CF1-1_R9_GX010011.MP4	149377	41.40795	60	39.78467	-1404.73488	1163.44199	-4579.49341	13.12468	11.24995	43.74976	1.05298	4929.36479	21.71111	Pomacentridae	Chromis	klunzingeri		1	AD	Passing			
CF1-1	62	CF1-1_L9_GX010013.MP4	148920	CF1-1_R9_GX010011.MP4	149377	41.40795	60	39.78467	-2180.26931	1818.55799	-6110.45974	25.69451	22.00587	73.86716	0.61684	6737.83687	24.91541	Pomacentridae	Chromis	klunzingeri		1	AD	Passing			
CF1-1	63	CF1-1_L9_GX010013.MP4	149070	CF1-1_R9_GX010011.MP4	149527	41.44966	60	39.82637	-1822.48473	335.71396	-5662.25100	21.38980	5.05241	67.88958	1.22186	5957.78825	18.12063	Labridae	Siphonognathus	beddomei		1	AD	Passing			
CF1-3	28	CF1-3_L8_GX010011_1.MP4	135268	CF1-3_R8_GX010005_1.MP4	136611	37.61194	60	33.80593	35.53372	165.46528	-421.90259	0.20049	0.26373	0.34462	0.59007	454.58024	21.76810	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF1-4	0	CF1-4_L2_GX010014.MP4	1726	CF1-4_R2_GX010010.MP4	2165	0.47992		-1.00000	11.46472	-26.96963	-480.59726	0.24736	0.27131	0.48631	0.10059	481.48991	3.24562					1	AD	Passing	sync		
CF1-4	16	CF1-4_L2_GX010014.MP4	94654	CF1-4_R2_GX010010.MP4	95093	26.31902	P2	22.73545	-7.70877	-30.23950	-521.40611	0.27488	0.29800	0.58990	1.09680	522.33915	3.16735	Labridae	Eupetrichthys	angustipes	37384105	1	AD	Passing			
CF1-4	24	CF1-4_L2_GX010014.MP4	180346	CF1-4_R2_GX010010.MP4	180785	50.14611	P2	46.56253	-437.24132	-321.25292	-943.36819	0.90885	0.72288	1.61190	12.46700	1088.26787	29.74782	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
CF2-1	7	CF2-1_L5_GX010012_1.MP4	22285	CF2-1_R5_GX010016_1.MP4	20714	6.19646	60	2.64820	-28.93570	-43.27207	-447.43022	0.22963	0.25525	0.42072	6.07663	450.44816	6.50899	Pomacentridae	Chromis	klunzingeri		2	AD	Passing			
CF2-1	61	CF2-1_L5_GX010012_1.MP4	97599	CF2-1_R5_GX010016_1.MP4	96028	27.13789	60	23.58963	2.14468	-40.21630	-426.59748	0.21253	0.24061	0.37373	0.77490	428.49429	5.23972	Labridae	Siphonognathus	beddomei		3	AD	Passing			
CF2-2	0	CF2-2_L10__GX010019_1.MP4	7857	CF2-2_R10__GX010015_1.MP4	9959	2.18468		-1.00000	8.91250	-35.75768	-398.45137	0.18696	0.21893	0.30647	2.73966	400.15190	5.08172					1	AD	Passing	sync		
CF2-2	11	CF2-2_L10__GX010019_1.MP4	98004	CF2-2_R10__GX010015_1.MP4	100106	27.25050	60	23.56071	-2740.59254	155.47187	-5595.92074	27.46424	3.24618	57.54903	1.07827	6232.92450	26.14220	Sphyraenidae	Sphyraena	novaehollandiae	37382002	1	AD	Passing			
CF2-2	13	CF2-2_L10__GX010019_1.MP4	128751	CF2-2_R10__GX010015_1.MP4	130853	35.79986	60	32.11007	-1230.51988	-126.19651	-2285.82715	4.77728	1.28262	9.09676	11.15328	2599.05955	28.39940	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF2-2	16	CF2-2_L10__GX010019_1.MP4	129122	CF2-2_R10__GX010015_1.MP4	131224	35.90302	60	32.21323	-1256.40926	107.18104	-4477.35675	12.23497	2.67330	44.09190	0.09711	4651.53474	15.74808	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF2-2	20	CF2-2_L10__GX010019_1.MP4	179315	CF2-2_R10__GX010015_1.MP4	181417	49.85943	60	46.16964	2709.70373	-156.52420	-5995.46907	28.82337	3.68188	65.42588	7.57184	6581.23419	24.34563	Labridae	Olisthops	cyanomelas	37385001	1	AD	Passing			
CF2-3	0	CF2-3_L7_GX010011_1.MP4	7348	CF2-3_R7_GX010014_1.MP4	9309	2.04315		-1.00000	10.73953	-32.42619	-481.61860	0.25000	0.27433	0.49360	0.32331	482.82840	3.81349					1	AD	Passing	sync		
CF2-3	16	CF2-3_L7_GX010011_1.MP4	15046	CF2-3_R7_GX010014_1.MP4	17007	4.18362	60	1.40084	10.29094	-40.03738	-478.52616	0.24747	0.27335	0.48569	0.59065	480.30842	4.68865	Serranidae	Caesioperca	spp	37311919	3	AD	Passing			
CF2-3	129	CF2-3_L7_GX010011_1.MP4	146177	CF2-3_R7_GX010014_1.MP4	148138	40.64525	60	37.86247	15.37633	-40.42714	-426.21530	0.21025	0.23936	0.36655	0.28660	428.40432	5.55485	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
CF2-3	130	CF2-3_L7_GX010011_1.MP4	148375	CF2-3_R7_GX010014_1.MP4	150336	41.25641	60	38.47364	1368.32651	367.75972	-2366.96017	5.00239	1.76169	8.98741	7.47452	2758.63464	30.97283	Cheilodactylidae	Nemadactylus	valenciennesi	37377004	1	AD	Passing			
CF2-4	0	CF2-4_L3_GX010014_1.MP4	19237	CF2-4_R3_GX010015.MP4	17747	5.34894		-1.00000	21.47481	-37.13393	-421.99086	0.21294	0.23629	0.36551	0.40445	424.16552	5.72026					1	AD	Passing	sync		
CF2-4	2	CF2-4_L3_GX010014_1.MP4	51136	CF2-4_R3_GX010015.MP4	49646	14.21862	60	8.15786	26.42794	-1188.64160	-3106.63827	1.69856	8.41980	21.75225	1.09821	3326.37470	20.84494	Scyliorhinidae	Aulohalaelurus	labiosus		1	AD	Passing			
CF2-4	20	CF2-4_L3_GX010014_1.MP4	106020	CF2-4_R3_GX010015.MP4	104530	29.47939	60	23.41863	-1881.85970	-1248.47661	-5004.72116	18.82213	13.01908	51.18918	6.00211	5490.65786	24.23319	Labridae	Notolabrus	parilus	37384022	1	AD	Passing			
CF2-4	22	CF2-4_L3_GX010014_1.MP4	133358	CF2-4_R3_GX010015.MP4	131868	37.08086	60	31.02009	-1980.72394	-1449.65613	-5909.21858	24.12992	18.26640	73.37992	5.99760	6398.72132	22.49942	Labridae	Pictilabrus	laticlavius		1	AD	Passing			
CF2-4	23	CF2-4_L3_GX010014_1.MP4	135031	CF2-4_R3_GX010015.MP4	133541	37.54604	60	31.48528	-1324.54865	-927.76231	-3087.11845	7.75101	5.75145	18.52288	6.45544	3485.03549	27.59151	Labridae	Siphonognathus	beddomei		1	AD	Passing			
CF2-5	0	CF2-5_L6_GX010021.MP4	14314	CF2-5_R6_GX010029.MP4	15982	3.98008	60	0.20354	1359.77918	507.34965	-6356.71230	18.67841	8.18868	88.56404	6.66720	6520.29098	12.77772	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
CF2-5	5	CF2-5_L6_GX010021.MP4	48816	CF2-5_R6_GX010029.MP4	50484	13.57353	60	9.79699	2768.68676	574.35424	-5424.11582	23.77965	5.87293	48.14232	4.95710	6116.90621	27.48469	Mullidae	Upeneichthys	vlamingii	37355029	1	AD	Passing			
CF2-5	7	CF2-5_L6_GX010021.MP4	58472	CF2-5_R6_GX010029.MP4	60140	16.25843	60	12.48189	-1377.14526	278.32266	-5047.56799	15.42199	4.43055	57.31785	5.23723	5239.45944	15.50791	Labridae	Pictilabrus	laticlavius	37384020	1	AD	Passing			
CF3-1	4	CF3-1_L8_GX010014.MP4	55610	CF3-1_R8_GX010008.MP4	57030	15.46264	60	12.10012	-703.79079	72.73688	-1185.68276	1.44036	0.62295	2.31202	2.12200	1380.74463	30.81680	Labridae	Pseudolabrus	biserialis		1	AD	Passing			
CF3-1	5	CF3-1_L8_GX010014.MP4	55610	CF3-1_R8_GX010008.MP4	57030	15.46264	60	12.10012	0.16055	-41.62082	-339.68221	0.14512	0.18203	0.20414	4.44876	342.22262	7.07675	Labridae	Pseudolabrus	biserialis		1	AD	Passing			
CF3-1	19	CF3-1_L8_GX010014.MP4	88954	CF3-1_R8_GX010008.MP4	90374	24.73410	60	21.37159	-3.62501	-42.94728	-324.50563	0.13309	0.17158	0.17926	4.34098	327.35534	7.65641	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF3-2	0	CF3-2_L1_GX010018.MP4	9868	CF3-2_R1_GX010017_1.MP4	9460	2.74385		-1.00000	4.99502	-33.59619	-356.83775	0.15853	0.19242	0.23348	4.37509	358.45060	5.42940					1	AD	Passing	sync		
CF3-2	2	CF3-2_L1_GX010018.MP4	20774	CF3-2_R1_GX010017_1.MP4	20366	5.77631	60	2.38377	-1950.02880	180.76257	-6355.15688	26.04830	4.27831	86.61664	3.84078	6650.06063	17.12781	Labridae	Olisthops	cyanomelas		1	AD	Passing			
CF3-2	7	CF3-2_L1_GX010018.MP4	64088	CF3-2_R1_GX010017_1.MP4	63680	17.81999	60	14.42744	-33.43091	-289.59552	-831.86491	0.46137	0.71086	1.57100	1.84946	881.46607	19.30457	Muraenidae	Gymnothorax	prasinus		1	AD	Passing			
CF3-2	8	CF3-2_L1_GX010018.MP4	94963	CF3-2_R1_GX010017_1.MP4	94555	26.40494	60	23.01239	-1421.77663	149.87875	-2868.45642	7.19517	1.68261	15.01862	2.28087	3204.98903	26.49276	Labridae	Siphonognathus	beddomei		1	AD	Passing			
CF3-2	32	CF3-2_L1_GX010018.MP4	169309	CF3-2_R1_GX010017_1.MP4	168901	47.07721	60	43.68466	1511.99936	9.69965	-4452.65688	13.43997	2.42270	40.53812	4.30138	4702.38125	18.75648	Pomacentridae	Chromis	klunzingeri		1	AD	Passing			
CF3-2	33	CF3-2_L1_GX010018.MP4	169309	CF3-2_R1_GX010017_1.MP4	168901	47.07721	60	43.68466	2125.57861	-91.86768	-4991.69537	19.37830	2.75666	46.87919	3.74974	5426.19082	23.08435	Pomacentridae	Chromis	klunzingeri		1	AD	Passing			
CF3-2	34	CF3-2_L1_GX010018.MP4	169309	CF3-2_R1_GX010017_1.MP4	168901	47.07721	60	43.68466	2541.42520	-111.32511	-5124.31764	21.92752	2.77637	45.66916	4.14808	5721.00224	26.40081	Pomacentridae	Chromis	klunzingeri		1	AD	Passing			
CF3-2	35	CF3-2_L1_GX010018.MP4	169309	CF3-2_R1_GX010017_1.MP4	168901	47.07721	60	43.68466	1933.24750	-145.07330	-3614.68170	11.12809	1.99450	21.63941	1.82384	4101.75767	28.20565	Pomacentridae	Chromis	klunzingeri		1	AD	Passing			
CF3-2	36	CF3-2_L1_GX010018.MP4	169309	CF3-2_R1_GX010017_1.MP4	168901	47.07721	60	43.68466	1879.13163	-90.24979	-3384.72627	9.84785	1.73814	18.48158	2.61143	3872.42207	29.06579	Pomacentridae	Chromis	klunzingeri		1	AD	Passing			
CF3-2	37	CF3-2_L1_GX010018.MP4	169309	CF3-2_R1_GX010017_1.MP4	168901	47.07721	60	43.68466	27.50521	-37.62783	-421.88102	0.21158	0.23515	0.36010	0.51139	424.44786	6.29795	Pomacentridae	Chromis	klunzingeri		1	AD	Passing			
CF3-3	0	CF3-3_L2_GX010017_1.MP4	12596	CF3-3_R2_GX010013_1.MP4	9436	3.50238		-1.00000	-64.03200	115.78324	-1185.29880	0.71416	0.75522	3.37239	2.76926	1192.66051	6.60396					1	AD	Passing	sync		
CF3-3	7	CF3-3_L2_GX010017_1.MP4	48185	CF3-3_R2_GX010013_1.MP4	45025	13.39808	60	9.18582	-3141.36994	412.89969	-6307.37141	35.52259	5.50517	73.04455	1.39344	7058.44355	26.70778	Serranidae	Caesioperca	spp		1	AD	Passing			
CF3-4	0	CF3-4_L9_GX010017.MP4	6528	CF3-4_R9_GX010014.MP4	7418	1.81514		-1.00000	-12.05348	-34.62605	-523.91016	0.28073	0.30170	0.60546	0.04038	525.19149	4.01180					1	AD	Passing	sync		
CF3-4	3	CF3-4_L9_GX010017.MP4	36339	CF3-4_R9_GX010014.MP4	37229	10.10424	60	7.51249	287.54744	-597.58832	-4312.75307	3.74108	6.47515	43.77616	4.59647	4363.44295	8.75016	Labridae	Eupetrichthys	angustipes	37384105	1	AD	Passing			
CF3-4	4	CF3-4_L9_GX010017.MP4	43918	CF3-4_R9_GX010014.MP4	44808	12.21162	60	9.61987	946.44684	-496.78865	-2297.41940	4.10604	2.44008	10.08283	3.08256	2533.90933	24.95513	Gerreidae	Parequula	melbournensis	37349001	1	AD	Passing			
CF3-5	0	CF3-5_L4_GX010018.MP4	9177	CF3-5_R4_GX010017.MP4	10563	2.55171		-1.00000	10.23019	-94.48591	-830.76913	0.47756	0.51335	1.63757	0.14901	836.18753	6.75576					1	AD	Passing	sync		
CF4-1	8	CF4-1_L3_GX010013.MP4	48253	CF4-1_R3_GX010014.MP4	50158	13.41699	60	10.83914	791.44832	-27.64473	-1419.38279	1.83548	0.71310	3.23865	1.72321	1625.36217	29.15566	Aracanidae	Anoplocapros	lenticularis		1	AD	Passing			
CF4-1	36	CF4-1_L3_GX010013.MP4	85273	CF4-1_R3_GX010014.MP4	87178	23.71058	60	21.13274	-698.88583	-231.70489	-1206.73297	1.52797	0.78031	2.53997	2.47355	1413.62407	31.35914	Ostraciidae	Aracana	aurita		1	AD	Passing			
CF4-1	37	CF4-1_L3_GX010013.MP4	99601	CF4-1_R3_GX010014.MP4	101506	27.69456	60	25.11671	-1.91925	-202.84714	-1032.92908	0.59557	0.77471	2.54572	1.43724	1052.66002	11.01355	Muraenidae	Gymnothorax	prasinus		1	AD	Passing			
CF4-2	0	CF4-2_L1_GX010017_1.MP4	2747	CF4-2_R1_GX010016_1.MP4	3450	0.76382		-1.00000	-32.31580	-33.86138	-521.92116	0.28252	0.29944	0.59943	2.75541	524.01584	5.11893					1	AD	Passing	sync		
CF4-2	41	CF4-2_L1_GX010017_1.MP4	85461	CF4-2_R1_GX010016_1.MP4	86164	23.76286	60	20.59970	2638.28120	328.76676	-7386.13369	38.18598	6.23545	109.28816	0.17824	7850.06918	19.79766	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing			
CF4-2	47	CF4-2_L1_GX010017_1.MP4	117504	CF4-2_R1_GX010016_1.MP4	118207	32.67257	60	29.50942	1203.72059	124.26311	-1917.50246	3.22200	0.97482	5.32481	0.41229	2267.42151	32.25646	Labridae	Olisthops	cyanomelas		1	AD	Passing			
CF4-3	0	CF4-3_L7_GX010010.MP4	7243	CF4-3_R7_GX010013.MP4	9057	2.01395		-1.00000	13.19428	-22.05760	-913.16284	0.53212	0.53602	1.99217	0.97291	913.52449	1.39773					1	AD	Passing	sync		
CF4-3	49	CF4-3_L7_GX010010.MP4	101398	CF4-3_R7_GX010013.MP4	103212	28.19422	60	25.44954	0.43486	-55.60275	-314.35648	0.12382	0.16450	0.16175	4.16982	319.23636	9.77365	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
CF4-3	54	CF4-3_L7_GX010010.MP4	117989	CF4-3_R7_GX010013.MP4	119803	32.80743	60	30.06275	-333.25131	-403.23059	-1083.31128	0.92846	1.03866	2.36047	2.76864	1203.00235	25.57747	Dasyatidae	Bathytoshia	brevicaudata		1	AD	Passing			
CF4-4	0	CF4-4_L10__GX010017_1.MP4	2461	CF4-4_R10__GX010014_1.MP4	4781	0.68429		-1.00000	112.23390	-9.07437	-732.62201	0.46744	0.41916	1.21972	4.96120	741.22452	8.72332					1	AD	Passing	sync		
CF4-4	3	CF4-4_L10__GX010017_1.MP4	51537	CF4-4_R10__GX010014_1.MP4	53857	14.33012	60	11.41166	-260.21993	112.51016	-694.29783	0.56972	0.40947	0.98856	2.31234	749.94829	22.29522	Serranidae	Caesioperca	rasor	37311003	1	AD	Passing			
CF4-4	5	CF4-4_L10__GX010017_1.MP4	55790	CF4-4_R10__GX010014_1.MP4	58110	15.51269	60	12.59422	-1776.64832	-603.05693	-6303.68176	24.03886	9.20897	86.59234	15.73208	6576.97200	16.50898	Labridae	Olisthops	cyanomelas	37385001	1	AD	Passing			
CF4-4	13	CF4-4_L10__GX010017_1.MP4	120750	CF4-4_R10__GX010014_1.MP4	123070	33.57514	60	30.65668	1062.23159	248.88174	-2207.11450	4.04466	1.44706	8.54337	3.59114	2462.03828	26.35201	Plesiopidae	Trachinops	noarlungae	37316017	1	AD	Passing			
CF4-4	14	CF4-4_L10__GX010017_1.MP4	120750	CF4-4_R10__GX010014_1.MP4	123070	33.57514	60	30.65668	1169.56850	274.99654	-2242.45535	4.25596	1.47860	8.35294	3.97301	2544.03608	28.22999	Plesiopidae	Trachinops	noarlungae	37316017	1	AD	Passing			
CF4-4	15	CF4-4_L10__GX010017_1.MP4	120750	CF4-4_R10__GX010014_1.MP4	123070	33.57514	60	30.65668	1120.49859	201.68696	-2181.67385	4.03794	1.29937	8.02058	3.06831	2460.87292	27.59548	Plesiopidae	Trachinops	noarlungae	37316017	1	AD	Passing			
CF4-4	59	CF4-4_L10__GX010017_1.MP4	206841	CF4-4_R10__GX010014_1.MP4	209161	57.51317	60	54.59471	2088.38924	976.75554	-3943.48877	12.73856	6.27902	24.93968	1.97087	4567.98913	30.40125	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
CF4-4	60	CF4-4_L10__GX010017_1.MP4	206841	CF4-4_R10__GX010014_1.MP4	209161	57.51317	60	54.59471	1160.98384	923.03761	-3616.02468	8.30154	6.80000	26.35815	1.83232	3908.39052	22.43269	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
CF4-4	61	CF4-4_L10__GX010017_1.MP4	206841	CF4-4_R10__GX010014_1.MP4	209161	57.51317	60	54.59471	2513.34333	480.88219	-5602.61985	24.99329	5.45977	57.25107	9.92440	6159.34181	24.58806	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
CF4-4	62	CF4-4_L10__GX010017_1.MP4	206841	CF4-4_R10__GX010014_1.MP4	209161	57.51317	60	54.59471	2043.42856	827.56168	-5615.01121	22.11435	9.32786	62.27390	5.73310	6032.31377	21.51588	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
CF4-4	63	CF4-4_L10__GX010017_1.MP4	206841	CF4-4_R10__GX010014_1.MP4	209161	57.51317	60	54.59471	1082.29262	519.07193	-4734.13370	11.19635	5.79744	49.36307	4.22358	4883.93436	14.31893	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
CF4-4	64	CF4-4_L10__GX010017_1.MP4	206841	CF4-4_R10__GX010014_1.MP4	209161	57.51317	60	54.59471	1220.21989	909.38593	-4948.02852	12.84161	9.77674	52.79523	7.69719	5176.76594	17.22136	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
CF4-4	65	CF4-4_L10__GX010017_1.MP4	206841	CF4-4_R10__GX010014_1.MP4	209161	57.51317	60	54.59471	398.06852	1008.66834	-3866.53489	3.98091	8.92415	34.12237	4.96646	4015.71443	15.86065	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
CF4-4	66	CF4-4_L10__GX010017_1.MP4	206841	CF4-4_R10__GX010014_1.MP4	209161	57.51317	60	54.59471	-19.22633	-34.68566	-350.40594	0.15114	0.18689	0.21766	6.03515	352.64297	6.27526	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
CF4-5	0	CF4-5_L6_GX010020_1.MP4	24126	CF4-5_R6_GX010028_1.MP4	25942	6.70835	60	0.44378	-1175.89771	-18.60973	-2570.55000	5.84977	1.39155	13.11831	2.04883	2826.80191	24.58944	Mullidae	Upeneichthys	vlamingii		1	AD	Passing			
CF4-5	1	CF4-5_L6_GX010020_1.MP4	27273	CF4-5_R6_GX010028_1.MP4	29089	7.58339	60	1.31881	-839.54967	-250.32118	-1611.19459	2.49267	1.09541	4.79154	0.16377	1833.97174	28.60547	Labridae	Pictilabrus	laticlavius		1	AD	Passing			
CF4-5	2	CF4-5_L6_GX010020_1.MP4	27273	CF4-5_R6_GX010028_1.MP4	29089	7.58339	60	1.31881	-9.64320	-35.16045	-316.36277	0.12711	0.16504	0.16814	3.80373	318.45667	6.81000	Labridae	Pictilabrus	laticlavius		1	AD	Passing			
CF4-5	6	CF4-5_L6_GX010020_1.MP4	122921	CF4-5_R6_GX010028_1.MP4	124737	34.17880	60	27.91422	-838.17137	319.81274	-5073.75196	10.12120	4.97867	60.37128	2.30724	5152.45285	9.94255	Labridae	Siphonognathus	beddomei		1	AD	Passing			
CF4-5	7	CF4-5_L6_GX010020_1.MP4	122921	CF4-5_R6_GX010028_1.MP4	124737	34.17880	60	27.91422	-1171.13897	629.65470	-4297.43745	11.13031	6.62208	41.28386	3.21824	4498.44419	17.07821	Labridae	Siphonognathus	beddomei		1	AD	Passing			
CF4-5	8	CF4-5_L6_GX010020_1.MP4	122921	CF4-5_R6_GX010028_1.MP4	124737	34.17880	60	27.91422	-1163.94848	535.18260	-4328.54630	11.19900	5.86505	42.08013	0.83725	4514.14550	16.38619	Labridae	Siphonognathus	beddomei		1	AD	Passing			
CF4-5	9	CF4-5_L6_GX010020_1.MP4	122921	CF4-5_R6_GX010028_1.MP4	124737	34.17880	60	27.91422	-1729.37860	613.32033	-4311.28922	14.90951	6.01236	38.13165	3.28695	4685.52312	22.97434	Labridae	Siphonognathus	beddomei		1	AD	Passing			
CF4-5	10	CF4-5_L6_GX010020_1.MP4	122921	CF4-5_R6_GX010028_1.MP4	124737	34.17880	60	27.91422	-1815.01807	830.55006	-4629.68190	16.82570	8.39152	43.98827	3.85547	5041.63252	23.22191	Labridae	Siphonognathus	beddomei		1	AD	Passing			
CF4-5	11	CF4-5_L6_GX010020_1.MP4	122921	CF4-5_R6_GX010028_1.MP4	124737	34.17880	60	27.91422	-2241.54158	708.94581	-4727.58407	19.74513	7.01808	42.87241	4.52239	5279.88295	26.36796	Labridae	Siphonognathus	beddomei		1	AD	Passing			
CF4-5	12	CF4-5_L6_GX010020_1.MP4	122921	CF4-5_R6_GX010028_1.MP4	124737	34.17880	60	27.91422	-2559.82843	655.20718	-5316.84172	25.30076	7.39553	54.02980	5.73615	5937.24043	26.36672	Labridae	Siphonognathus	beddomei		1	AD	Passing			
CF4-5	13	CF4-5_L6_GX010020_1.MP4	122921	CF4-5_R6_GX010028_1.MP4	124737	34.17880	60	27.91422	-2598.99044	468.84090	-4880.68923	22.39318	5.00904	43.37876	5.62684	5549.38649	28.37535	Labridae	Siphonognathus	beddomei		1	AD	Passing			
